Species;Continent;Realm;BibliographicReference;ReferenceYear
Pseudocoremia suavis;Australia;Australian;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Praeacedes atomosella;Asia;Oriental;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Praeacedes atomosella;North America;Panamanian;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Prays citri;Asia;Oriental;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Prays citri;Asia;Palearctic;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Prays citri;Asia;Sino-Japanese;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Psilogramma increta;Asia;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Psilogramma increta;Asia;Oriental;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Prays oleae;Europe;Palearctic;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Psychoides filicivora;Asia;Oriental;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Psychoides filicivora;Asia;Palearctic;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Psyche casta;Europe;Palearctic;Niitsu, S., Maeda, D. (2022). Discovery of Psyche casta (Pallas, 1767)(Psychidae, Psychinae) in Japan. Lepidoptera Science. 73(1): 7-11;2022.0
Psyche casta;Africa;Saharo-Arabian;Niitsu, S., Maeda, D. (2022). Discovery of Psyche casta (Pallas, 1767)(Psychidae, Psychinae) in Japan. Lepidoptera Science. 73(1): 7-11;2022.0
Psyche casta;Europe;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Psychoides filicivora;Asia;Sino-Japanese;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Rhopobota naevana;Europe;Palearctic;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Schiffermuelleria amasiella;Asia;Palearctic;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Psychoides filicivora;Asia;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Psychoides filicivora;Asia;Oriental;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Pterolonche inspersa;Asia;Palearctic;Vives Moreno, A. (1986). La familia Pterolonchidae Meyrick, 1918, de Espana y Portugal (Insecta, Lepidoptera). Eos: Revista Espanola de Entomologia. 62(1): 319-337;1986.0
Pterolonche inspersa;Europe;Palearctic;Vives Moreno, A. (1986). La familia Pterolonchidae Meyrick, 1918, de Espana y Portugal (Insecta, Lepidoptera). Eos: Revista Espanola de Entomologia. 62(1): 319-337;1986.0
Pterolonche inspersa;Africa;Saharo-Arabian;Vives Moreno, A. (1986). La familia Pterolonchidae Meyrick, 1918, de Espana y Portugal (Insecta, Lepidoptera). Eos: Revista Espanola de Entomologia. 62(1): 319-337;1986.0
Pterolonche inspersa;Europe;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Pygospila tyres;Africa;Afrotropical;Kalawate, A. et al. (2022). First Indian DNA barcode record for the moth species Pygospila tyres (Cramer, 1780) (Lepidoptera: Crambidae: Spilomelinae) distributed in Asia and Australia. Journal of Threatened Taxa. 14(2): 20637-20642;2022.0
Pygospila tyres;Australia;Australian;Kalawate, A. et al. (2022). First Indian DNA barcode record for the moth species Pygospila tyres (Cramer, 1780) (Lepidoptera: Crambidae: Spilomelinae) distributed in Asia and Australia. Journal of Threatened Taxa. 14(2): 20637-20642;2022.0
Pygospila tyres;Oceania;Oceanian;Kalawate, A. et al. (2022). First Indian DNA barcode record for the moth species Pygospila tyres (Cramer, 1780) (Lepidoptera: Crambidae: Spilomelinae) distributed in Asia and Australia. Journal of Threatened Taxa. 14(2): 20637-20642;2022.0
Pygospila tyres;Asia;Oriental;Kalawate, A. et al. (2022). First Indian DNA barcode record for the moth species Pygospila tyres (Cramer, 1780) (Lepidoptera: Crambidae: Spilomelinae) distributed in Asia and Australia. Journal of Threatened Taxa. 14(2): 20637-20642;2022.0
Pygospila tyres;Africa;Saharo-Arabian;Kalawate, A. et al. (2022). First Indian DNA barcode record for the moth species Pygospila tyres (Cramer, 1780) (Lepidoptera: Crambidae: Spilomelinae) distributed in Asia and Australia. Journal of Threatened Taxa. 14(2): 20637-20642;2022.0
Pygospila tyres;Asia;Saharo-Arabian;Kalawate, A. et al. (2022). First Indian DNA barcode record for the moth species Pygospila tyres (Cramer, 1780) (Lepidoptera: Crambidae: Spilomelinae) distributed in Asia and Australia. Journal of Threatened Taxa. 14(2): 20637-20642;2022.0
Pygospila tyres;Asia;Sino-Japanese;Kalawate, A. et al. (2022). First Indian DNA barcode record for the moth species Pygospila tyres (Cramer, 1780) (Lepidoptera: Crambidae: Spilomelinae) distributed in Asia and Australia. Journal of Threatened Taxa. 14(2): 20637-20642;2022.0
Pygospila tyres;Oceania;Australian;Kalawate, A. et al. (2022). First Indian DNA barcode record for the moth species Pygospila tyres (Cramer, 1780) (Lepidoptera: Crambidae: Spilomelinae) distributed in Asia and Australia. Journal of Threatened Taxa. 14(2): 20637-20642;2022.0
Pyralis farinalis;Europe;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Pyralis manihotalis;Africa;Afrotropical;Robinson, G., Kirke, C. (1990). Lepidoptera of Ascension Island - a review. Journal of Natural History. 24(1): 119-135;1990.0
Pyralis manihotalis;South America;Neotropical;Robinson, G., Kirke, C. (1990). Lepidoptera of Ascension Island - a review. Journal of Natural History. 24(1): 119-135;1990.0
Pyralis manihotalis;Oceania;Oceanian;Robinson, G., Kirke, C. (1990). Lepidoptera of Ascension Island - a review. Journal of Natural History. 24(1): 119-135;1990.0
Pyralis manihotalis;Asia;Oriental;Robinson, G., Kirke, C. (1990). Lepidoptera of Ascension Island - a review. Journal of Natural History. 24(1): 119-135;1990.0
Pyralis manihotalis;North America;Panamanian;Robinson, G., Kirke, C. (1990). Lepidoptera of Ascension Island - a review. Journal of Natural History. 24(1): 119-135;1990.0
Pyralis manihotalis;Asia;Sino-Japanese;Robinson, G., Kirke, C. (1990). Lepidoptera of Ascension Island - a review. Journal of Natural History. 24(1): 119-135;1990.0
Pyralis manihotalis;Asia;Oriental;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Pyralis manihotalis;Africa;Afrotropical;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Pyralis manihotalis;Australia;Australian;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Pyramidobela angelarum;South America;Neotropical;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Pyrausta inornatalis;North America;Nearctic;Osada, Y. (2022). Description of immature stages of the southern pink moth, Pyrausta inornatalis (Fernald, 1885)(Lepidoptera: Crambidae). Journal of Asia-Pacific Biodiversity. 15(4): 568-573;2022.0
Pyrausta panopealis;North America;Nearctic;Roque-Albelo, L. (2006). Diversity and ecology of the Lepidoptera in the Galapagos Islands, Ecuador. [PhD Thesis, Cardiff University];2006.0
Pyrausta panopealis;South America;Neotropical;Roque-Albelo, L. (2006). Diversity and ecology of the Lepidoptera in the Galapagos Islands, Ecuador. [PhD Thesis, Cardiff University];2006.0
Pyrausta panopealis;North America;Panamanian;Roque-Albelo, L. (2006). Diversity and ecology of the Lepidoptera in the Galapagos Islands, Ecuador. [PhD Thesis, Cardiff University];2006.0
Pyrausta panopealis;Asia;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Pyrausta panopealis;Asia;Oriental;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Pyrausta testalis;Europe;Palearctic;Hayden, J., Minno, M. (2016). A persistent population of Hodebertia testalis, a milkweed leaftier, in Florida (Pyraloidea: Spilomelinae). News of The Lepidopterists Society. 58(4): 166-170;2016.0
Pyrausta testalis;Africa;Afrotropical;Hayden, J., Minno, M. (2016). A persistent population of Hodebertia testalis, a milkweed leaftier, in Florida (Pyraloidea: Spilomelinae). News of The Lepidopterists Society. 58(4): 166-170;2016.0
Pyrausta testalis;Africa;Madagascan;Hayden, J., Minno, M. (2016). A persistent population of Hodebertia testalis, a milkweed leaftier, in Florida (Pyraloidea: Spilomelinae). News of The Lepidopterists Society. 58(4): 166-170;2016.0
Pyrausta testalis;Asia;Oriental;Hayden, J., Minno, M. (2016). A persistent population of Hodebertia testalis, a milkweed leaftier, in Florida (Pyraloidea: Spilomelinae). News of The Lepidopterists Society. 58(4): 166-170;2016.0
Pyrausta testalis;Australia;Australian;Hayden, J., Minno, M. (2016). A persistent population of Hodebertia testalis, a milkweed leaftier, in Florida (Pyraloidea: Spilomelinae). News of The Lepidopterists Society. 58(4): 166-170;2016.0
Pyroderces aellotricha;Oceania;Australian;Dugdale, J. (1973). A note on Kermadec Islands Lepidoptera. New Zealand Entomologist. 5(2): 197-203;1973.0
Pyropteron doryliformis;Europe;Palearctic;Morley, T. et al. (2004). Establishment and dispersal of dock moth Pyropteron doryliformis (Ochsenheimer)(Lepidoptera: Sesiidae) in Victoria. In: Fourteenth Australian Weeds Conference: 381-384;2004.0
Pyropteron doryliformis;Africa;Saharo-Arabian;Morley, T. et al. (2004). Establishment and dispersal of dock moth Pyropteron doryliformis (Ochsenheimer)(Lepidoptera: Sesiidae) in Victoria. In: Fourteenth Australian Weeds Conference: 381-384;2004.0
Pyropteron doryliformis;Europe;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Pyrrharctia isabella;North America;Nearctic;Powell, J., Opler, P. (2009). Moths of western North America. University of California Press. Berkeley, California, United States of America. 516pp;2009.0
Recurvaria nanella;Asia;Palearctic;Junnilainen, J. et al. (2010). The gelechiid fauna of the southern Ural Mountains, part II: list of recorded species with taxonomic notes (Lepidoptera: Gelechiidae). Zootaxa. 2367(1): 1-68;2010.0
Recurvaria nanella;Europe;Palearctic;Junnilainen, J. et al. (2010). The gelechiid fauna of the southern Ural Mountains, part II: list of recorded species with taxonomic notes (Lepidoptera: Gelechiidae). Zootaxa. 2367(1): 1-68;2010.0
Recurvaria nanella;Africa;Saharo-Arabian;Junnilainen, J. et al. (2010). The gelechiid fauna of the southern Ural Mountains, part II: list of recorded species with taxonomic notes (Lepidoptera: Gelechiidae). Zootaxa. 2367(1): 1-68;2010.0
Recurvaria nanella;Europe;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Rhectocraspeda periusalis;North America;Nearctic;Roque-Albelo, L. (2006). Diversity and ecology of the Lepidoptera in the Galapagos Islands, Ecuador. [PhD Thesis, Cardiff University];2006.0
Rhectocraspeda periusalis;South America;Neotropical;Roque-Albelo, L. (2006). Diversity and ecology of the Lepidoptera in the Galapagos Islands, Ecuador. [PhD Thesis, Cardiff University];2006.0
Rhectocraspeda periusalis;North America;Panamanian;Roque-Albelo, L. (2006). Diversity and ecology of the Lepidoptera in the Galapagos Islands, Ecuador. [PhD Thesis, Cardiff University];2006.0
Rhectocraspeda periusalis;North America;Nearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Rhectocraspeda periusalis;South America;Neotropical;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Rhizedra lutosa;Asia;Palearctic;McCabe, T., Schweitzer, D. (1991). Rhizedra lutosa (Lepidoptera: Noctuidae) newly introduced to North America. Entomological News. 102(3): 130-132;1991.0
Rhizedra lutosa;Europe;Palearctic;McCabe, T., Schweitzer, D. (1991). Rhizedra lutosa (Lepidoptera: Noctuidae) newly introduced to North America. Entomological News. 102(3): 130-132;1991.0
Rhizedra lutosa;Europe;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Rhizedra lutosa;Asia;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Rhopobota naevana;Asia;Oriental;Zhang, A., Li, H. (2005). Catalogue of Eucosmini from China (Lepidoptera: Tortricidae) SHILAP Revista de Lepidopterologia. 33(131): 265-298;2005.0
Rhopobota naevana;Asia;Palearctic;Zhang, A., Li, H. (2005). Catalogue of Eucosmini from China (Lepidoptera: Tortricidae) SHILAP Revista de Lepidopterologia. 33(131): 265-298;2005.0
Rhopobota naevana;Europe;Palearctic;Zhang, A., Li, H. (2005). Catalogue of Eucosmini from China (Lepidoptera: Tortricidae) SHILAP Revista de Lepidopterologia. 33(131): 265-298;2005.0
Sesamia nonagrioides;Europe;Palearctic;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Rhopobota naevana;Asia;Sino-Japanese;Zhang, A., Li, H. (2005). Catalogue of Eucosmini from China (Lepidoptera: Tortricidae) SHILAP Revista de Lepidopterologia. 33(131): 265-298;2005.0
Rhopobota naevana;Europe;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Rhyacionia buoliana;Australia;Australian;Fuentes, N. et al. (2020). Multi-taxa inventory of naturalized species in Chile (including native Chilean species introduced in other areas of the national territory outside of their original range). NeoBiota. 60: 25-41;2020.0
Rhyacionia buoliana;Europe;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Ribua innoxia;North America;Nearctic;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Rothschildia orizaba;North America;Nearctic;Gauld, I. (1988). The species of the Enicospilus americanus complex (Hymenoptera: Ichneumonidae) in eastern North America. Systernafic Entomology. 13: 31-53;1988.0
Salbia haemorrhoidalis;North America;Nearctic;Landry, B. (2016). Taxonomic revision of the Spilomelinae (Lepidoptera, Pyralidae sl) of the Galapagos Islands, Ecuador. Revue Suisse de Zoologie. 123(2): 315-399;2016.0
Salbia haemorrhoidalis;South America;Neotropical;Landry, B. (2016). Taxonomic revision of the Spilomelinae (Lepidoptera, Pyralidae sl) of the Galapagos Islands, Ecuador. Revue Suisse de Zoologie. 123(2): 315-399;2016.0
Sitotroga cerealella;North America;Nearctic;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Tebenna micalis;Europe;Palearctic;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Salbia haemorrhoidalis;North America;Panamanian;Cock, M. et al. (2025). Publicly-shared DNA barcodes and citizen science images provide new evidence on the establishment and spread of a lantana biological control agent, Orphanostigma haemorrhoidalis (Lepidoptera, Crambidae). CABI Agriculture and Bioscience. 6(1): 0010;2025.0
Salbia haemorrhoidalis;South America;Panamanian;Cock, M. et al. (2025). Publicly-shared DNA barcodes and citizen science images provide new evidence on the establishment and spread of a lantana biological control agent, Orphanostigma haemorrhoidalis (Lepidoptera, Crambidae). CABI Agriculture and Bioscience. 6(1): 0010;2025.0
Salbia haemorrhoidalis;North America;Nearctic;Cock, M. et al. (2025). Publicly-shared DNA barcodes and citizen science images provide new evidence on the establishment and spread of a lantana biological control agent, Orphanostigma haemorrhoidalis (Lepidoptera, Crambidae). CABI Agriculture and Bioscience. 6(1): 0010;2025.0
Salbia haemorrhoidalis;South America;Neotropical;Cock, M. et al. (2025). Publicly-shared DNA barcodes and citizen science images provide new evidence on the establishment and spread of a lantana biological control agent, Orphanostigma haemorrhoidalis (Lepidoptera, Crambidae). CABI Agriculture and Bioscience. 6(1): 0010;2025.0
Samea ecclesialis;North America;Nearctic;Landry, B. (2016). Taxonomic revision of the Spilomelinae (Lepidoptera, Pyralidae sl) of the Galapagos Islands, Ecuador. Revue Suisse de Zoologie. 123(2): 315-399;2016.0
Samea ecclesialis;South America;Neotropical;Landry, B. (2016). Taxonomic revision of the Spilomelinae (Lepidoptera, Pyralidae sl) of the Galapagos Islands, Ecuador. Revue Suisse de Zoologie. 123(2): 315-399;2016.0
Samea ecclesialis;North America;Panamanian;Landry, B. (2016). Taxonomic revision of the Spilomelinae (Lepidoptera, Pyralidae sl) of the Galapagos Islands, Ecuador. Revue Suisse de Zoologie. 123(2): 315-399;2016.0
Samea ecclesialis;South America;Panamanian;Landry, B. (2016). Taxonomic revision of the Spilomelinae (Lepidoptera, Pyralidae sl) of the Galapagos Islands, Ecuador. Revue Suisse de Zoologie. 123(2): 315-399;2016.0
Samea multiplicalis;North America;Nearctic;Knopf, K., Habeck, D. (1976). Life history and biology of Samea multiplicalis. Environmental Entomology. 5(3): 539-542;1976.0
Samea multiplicalis;South America;Neotropical;Knopf, K., Habeck, D. (1976). Life history and biology of Samea multiplicalis. Environmental Entomology. 5(3): 539-542;1976.0
Samea multiplicalis;North America;Panamanian;Knopf, K., Habeck, D. (1976). Life history and biology of Samea multiplicalis. Environmental Entomology. 5(3): 539-542;1976.0
Samea multiplicalis;North America;Nearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Samea multiplicalis;South America;Neotropical;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Sameodes cancellalis;Africa;Afrotropical;Poltavsky, A. et al. (2018). The Pyraloidea (Lepidoptera) fauna of the woody savannah belt in Mali, West Africa. Zootaxa. 4457(1): 39-69;2018.0
Sameodes cancellalis;Australia;Australian;Poltavsky, A. et al. (2018). The Pyraloidea (Lepidoptera) fauna of the woody savannah belt in Mali, West Africa. Zootaxa. 4457(1): 39-69;2018.0
Sameodes cancellalis;Africa;Madagascan;Poltavsky, A. et al. (2018). The Pyraloidea (Lepidoptera) fauna of the woody savannah belt in Mali, West Africa. Zootaxa. 4457(1): 39-69;2018.0
Sameodes cancellalis;Asia;Oceanian;Poltavsky, A. et al. (2018). The Pyraloidea (Lepidoptera) fauna of the woody savannah belt in Mali, West Africa. Zootaxa. 4457(1): 39-69;2018.0
Sameodes cancellalis;Asia;Oriental;Poltavsky, A. et al. (2018). The Pyraloidea (Lepidoptera) fauna of the woody savannah belt in Mali, West Africa. Zootaxa. 4457(1): 39-69;2018.0
Sameodes cancellalis;Asia;Saharo-Arabian;Poltavsky, A. et al. (2018). The Pyraloidea (Lepidoptera) fauna of the woody savannah belt in Mali, West Africa. Zootaxa. 4457(1): 39-69;2018.0
Samia cynthia;Asia;Palearctic;Peigler, R., Naumann, S. (2003). A revision of the silkmoth genus Samia. University of the Incarnate Word, San Antonio. Texas, United States of America;2003.0
Samia cynthia;Asia;Sino-Japanese;Peigler, R., Naumann, S. (2003). A revision of the silkmoth genus Samia. University of the Incarnate Word, San Antonio. Texas, United States of America;2003.0
Samia cynthia;Asia;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Samia cynthia;Asia;Oriental;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Sarisophora leucoscia;Australia;Australian;Hoare, R. (2001). Adventive species of Lepidoptera recorded for the first time in New Zealand since 1988. New Zealand Entomologist. 24: 23-47;2001.0
Sarisophora leucoscia;Australia;Australian;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Scardia amurensis;Asia;Palearctic;Osada, Y. et al. (2016). A review of the Japanese species of the genus Scardia Treitschke (Lepidoptera, Tineidae), with description of a new species. Zootaxa. 4079(3): 363-371;2016.0
Scardia amurensis;Asia;Sino-Japanese;Osada, Y. et al. (2016). A review of the Japanese species of the genus Scardia Treitschke (Lepidoptera, Tineidae), with description of a new species. Zootaxa. 4079(3): 363-371;2016.0
Scardia amurensis;Asia;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Sceliodes cordalis;Australia;Australian;Hill, L. (2015). Eggfruit caterpillar,'Sceliodes cordalis'(Doubleday)(Lepidoptera: Pyralidae), a vagrant moth and indicator for likelihood of Queensland fruit fly establishment in Tasmania?. Plant Protection Quarterly. 30(1): 27-39;2015.0
Sceliodes laisalis;Africa;Afrotropical;Mally, R. et al. (2015). Discovery of an unknown diversity of Leucinodes species damaging Solanaceae fruits in sub-Saharan Africa and moving in trade (Insecta, Lepidoptera, Pyraloidea). ZooKeys. 472: 117-162;2015.0
Sceliodes laisalis;Africa;Saharo-Arabian;Mally, R. et al. (2015). Discovery of an unknown diversity of Leucinodes species damaging Solanaceae fruits in sub-Saharan Africa and moving in trade (Insecta, Lepidoptera, Pyraloidea). ZooKeys. 472: 117-162;2015.0
Sceliodes laisalis;Africa;Afrotropical;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Tinea murariella;South America;Neotropical;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Schiffermuelleria amasiella;Asia;Palearctic;Spill, F. (2016). Eratophyes amasiella (Herrich-Schaffer, 1854), une espece doecophoride nouvelle pour la France (Lep. Oecophoridae). oreina. 35: 12-13;2016.0
Schiffermuelleria amasiella;Asia;Palearctic;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Schiffermuelleria amasiella;Asia;Palearctic;Diakonoff, A., van Nieukerken, E. (1987). Eratophyes amasiella (Herrich-Schaffer) comb, nov., a senior synonym of E. aleatrix Diakonoff (Lepidoptera: Oecophoridae). Entomologische berichten. 47(7): 103-104;1987.0
Tinea pallescentella;South America;Neotropical;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Trichophaga tapetzella;Africa;Afrotropical;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Schreckensteinia festaliella;Europe;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Sciota adelphella;Asia;Oriental;Qi, M. et al. (2014). Taxonomic Review on the Genus Sciota (Lepidoptera, Pyralidae, Phycitinae) in Northeast China. Animal Systematics, Evolution and Diversity. 30(2): 59-64;2014.0
Sciota adelphella;Asia;Palearctic;Qi, M. et al. (2014). Taxonomic Review on the Genus Sciota (Lepidoptera, Pyralidae, Phycitinae) in Northeast China. Animal Systematics, Evolution and Diversity. 30(2): 59-64;2014.0
Sciota adelphella;Europe;Palearctic;Qi, M. et al. (2014). Taxonomic Review on the Genus Sciota (Lepidoptera, Pyralidae, Phycitinae) in Northeast China. Animal Systematics, Evolution and Diversity. 30(2): 59-64;2014.0
Sciota adelphella;Europe;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Sclerocona acutella;Asia;Palearctic;Wagner, D. et al. (2003). Sclerocona acutella (Eversmann)(Crambidae: Pyraustinae), naturalized along the eastern seaboard. Journal of the Lepidopterists Society. 57(4): 270-273;2003.0
Sclerocona acutella;Europe;Palearctic;Wagner, D. et al. (2003). Sclerocona acutella (Eversmann)(Crambidae: Pyraustinae), naturalized along the eastern seaboard. Journal of the Lepidopterists Society. 57(4): 270-273;2003.0
Sclerocona acutella;Asia;Sino-Japanese;Wagner, D. et al. (2003). Sclerocona acutella (Eversmann)(Crambidae: Pyraustinae), naturalized along the eastern seaboard. Journal of the Lepidopterists Society. 57(4): 270-273;2003.0
Sclerocona acutella;Europe;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Scrobipalpa aptatella;Australia;Australian;Bidzilya, O. et al. (2019). An annotated checklist of Gelechiidae (Lepidoptera) of Israel with description of two new species. Zootaxa. 4677(1): 1-68;2019.0
Scrobipalpa atriplicella;Europe;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Scrobipalpa atriplicella;Asia;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Scrobipalpa obsoletella;Africa;Afrotropical;Bidzilya, O., Li, H. (2010). The genus Scrobipalpa Janse (Lepidoptera, Gelechiidae) in China, with descriptions of 13 new species. Zootaxa. 2513(1): 1-26;2010.0
Scrobipalpa obsoletella;Africa;Afrotropical;Bidzilya, O. et al. (2019). An annotated checklist of Gelechiidae (Lepidoptera) of Israel with description of two new species. Zootaxa. 4677(1): 1-68;2019.0
Scrobipalpa obsoletella;Asia;Palearctic;Bidzilya, O., Li, H. (2010). The genus Scrobipalpa Janse (Lepidoptera, Gelechiidae) in China, with descriptions of 13 new species. Zootaxa. 2513(1): 1-26;2010.0
Scrobipalpa obsoletella;Asia;Palearctic;Bidzilya, O. et al. (2019). An annotated checklist of Gelechiidae (Lepidoptera) of Israel with description of two new species. Zootaxa. 4677(1): 1-68;2019.0
Scrobipalpa obsoletella;Europe;Palearctic;Bidzilya, O. et al. (2019). An annotated checklist of Gelechiidae (Lepidoptera) of Israel with description of two new species. Zootaxa. 4677(1): 1-68;2019.0
Scrobipalpa obsoletella;Asia;Sino-Japanese;Bidzilya, O., Li, H. (2010). The genus Scrobipalpa Janse (Lepidoptera, Gelechiidae) in China, with descriptions of 13 new species. Zootaxa. 2513(1): 1-26;2010.0
Scrobipalpa obsoletella;North America;Nearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Scrobipalpa obsoletella;Europe;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Scrobipalpa ocellatella;Asia;Palearctic;Bidzilya, O. et al. (2019). An annotated checklist of Gelechiidae (Lepidoptera) of Israel with description of two new species. Zootaxa. 4677(1): 1-68;2019.0
Scrobipalpa ocellatella;Europe;Palearctic;Bidzilya, O. et al. (2019). An annotated checklist of Gelechiidae (Lepidoptera) of Israel with description of two new species. Zootaxa. 4677(1): 1-68;2019.0
Scrobipalpa ocellatella;Africa;Saharo-Arabian;Bidzilya, O. et al. (2019). An annotated checklist of Gelechiidae (Lepidoptera) of Israel with description of two new species. Zootaxa. 4677(1): 1-68;2019.0
Scrobipalpa ocellatella;Asia;Saharo-Arabian;Bidzilya, O. et al. (2019). An annotated checklist of Gelechiidae (Lepidoptera) of Israel with description of two new species. Zootaxa. 4677(1): 1-68;2019.0
Scythris buszkoi;Europe;Palearctic;Baran, T. (2003). Scythris buszkoi sp. n., a new species of Scythrididae from Europe (Gelechioidea). Nota Lepidopterologica. 26(3): 89-98;2003.0
Scythris limbella;Europe;Palearctic;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Scythris limbella;Asia;Palearctic;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
