Reference;Title;CrossRef
Heppner, J. and Frank, J. (1999). Bromeliad Pod Borer, Epimorius testaceellus Ragonot (Insecta: Lepidoptera: Pyralidae). EENY-040/IN167, 5/1999. EDIS, 1999.;Bromeliad Pod Borer, Epimorius testaceellus Ragonot (Insecta Lepidoptera Pyralidae);Heppner, J., Frank, J. (1999). Bromeliad Pod Borer, Epimorius testaceellus Ragonot (Insecta Lepidoptera Pyralidae). EDIS, 1999, 
Sarazu-Pillado, R., Gonzalez-Hernandez, H., Lomeli-Flores, J., Valdez-Carrasco, J., Cortez-Mondaca, E. and Guzman-Franco, A. (2024). Parasitoid wasps associated with Antigastra catalaunalis (Lepidoptera, Crambidae) in Northern Sinaloa, Mexico. Journal of Hymenoptera Research. 97: 741-754;Parasitoid wasps associated with Antigastra catalaunalis (Lepidoptera, Crambidae) in Northern Sinaloa, Mexico;Saraz-Pillado, R., Gonzlez-Hernndez, H., Lomeli-Flores, J., Valdez-Carrasco, J., Cortez-Mondaca, E., Guzmn-Franco, A. (2024). Parasitoid wasps associated with Antigastra catalaunalis (Lepidoptera, Crambidae) in Northern Sinaloa, Mexico. Journal of Hymenoptera Research, 97, 741-754
Pepper, J. (1938). The effect of certain climatic factors on the distribution of the beet webworm (Loxostege sticticalis L.) in North America. Ecology. 19(4): 565-571;The effect of certain climatic factors on the distribution of the beet webworm (Loxostege sticticalis L.) in North America;Pepper, J. (1938). The Effect of Certain Climatic Factors on the Distribution of the Beet Webworm (Loxostege Sticticalis L.) In North America. Ecology, 19, 565-571
Tennent, J. (2011). Pontia daplidice. The IUCN Red List of Threatened Species 2011: e.T160251A5358607;Pontia daplidice;, . (2020). Pontia daplidice. CABI Compendium, , 
Brown, E. and Dewhurst, C. (1975). The genus Spodoptera (Lepidoptera, Noctuidae) in Africa and the near east. Bulletin of entomological research, 65(2): 221-262;The genus Spodoptera (Lepidoptera, Noctuidae) in Africa and the near east;Brown, E., Dewhurst, C. (1975). The genus ispodopterai (Lepidoptera, Noctuidae) in Africa and the Near East. Bulletin of Entomological Research, 65, 221-262
Alipanah, H. and Gielis, C. (2010). Notes on the tribes Platyptiliini and Exelastini from Iran (Lepidoptera: Pterophoridae). SHILAP Revista de Lepidopterologia, 38(149):57-63;Notes on the tribes Platyptiliini and Exelastini from Iran (Lepidoptera Pterophoridae);Gielis, C. (2003). Pterophoridae (Lepidoptera). , , 
Hausmann, A. and Viidalepp, J. (2012). The Geometrid Moths of Europe, Volume: 3 - Larentinae I. Apollo Books;The Geometrid Moths of Europe, Volume 3 - Larentinae I;Spitzer, K. (2001). BOOK REVIEW  Hausmann A. The Geometrid Moths of Europe. Volume 1.. European Journal of Entomology, 98, 276-276
Leps, J. and Spitzer, K. (1990). Ecological determinants of butterfly communities (Lepidoptera, Papilionoidea) in the Tam Dao mountains, Vietnam. Acta Entomologica Bohemoslovaca, 87(3): 182-194;Ecological determinants of butterfly communities (Lepidoptera, Papilionoidea) in the Tam Dao mountains, Vietnam;Ninh, T., Ninh, T. (1993). Mosses of the Tam Dao Mountains, Vietnam. The Bryologist, 96, 573
Hao, J., Sun, M., Shi, Q., Sun, X., Shao, L. and Yang, Q. (2013). Complete mitogenomes of Euploea mulciber (Nymphalidae: Danainae) and Libythea celtis (Nymphalidae: Libytheinae) and their phylogenetic implications. International Scholarly Research Notices, 2013(1): 491636;Complete mitogenomes of Euploea mulciber (Nymphalidae Danainae) and Libythea celtis (Nymphalidae Libytheinae) and their phylogenetic implications;Hao, J., Sun, M., Shi, Q., Sun, X., Shao, L., Yang, Q. (2013). Complete Mitogenomes of iEuploea mulciberi (Nymphalidae Danainae) and iLibythea celtisi (Nymphalidae Libytheinae) and Their Phylogenetic Implications. ISRN Genomics, 2013, 1-14
Holloway, J. and Miller, S. (2003). The composition, generic placement and host-plant relationships of the joviana-group in the Parallelia generic complex (Lepidoptera: Noctuidae, Catocalinae). Invertebrate Systematics, 17(1): 111-128;The composition, generic placement and host-plant relationships of the joviana-group in the Parallelia generic complex (Lepidoptera Noctuidae, Catocalinae);Holloway, J., Miller, S. (2003). The composition, generic placement and host-plant relationships of the joviana-group in the Parallelia generic complex (Lepidoptera  Noctuidae, Catocalinae). Invertebrate Systematics, 17, 111
Li, X., Wang, Y., Rong, W., Liu, X. and Li, R. (2020). A new record of complete mitochondrial genome of Parantica aglea (Lepidoptera: Danainae) and its phylogeny. Mitochondrial DNA Part B, 5(2): 1257-1258;A new record of complete mitochondrial genome of Parantica aglea (Lepidoptera Danainae) and its phylogeny;Li, X., Wang, Y., Rong, W., Liu, X., Li, R. (2020). A new record of complete mitochondrial genome of iParantica agleai (Lepidoptera Danainae) and its phylogeny. Mitochondrial DNA Part B, 5, 1257-1258
Sunitha, T. and Balagangatharan, P. (2022). Butterfly species diversity and abundance in Ramanathi Dam, Kadayam, Tenkasi Dist, Tamilnadu. Sciencia Acta Xaveriana - An International Science Journal. 13(1): 65-82;Butterfly species diversity and abundance in Ramanathi Dam, Kadayam, Tenkasi Dist, Tamilnadu;Dhaswadikar Usha Sitaram, . (2024). Ichthyofaunal diversity of Banshelki Dam Udgir, Dist. Latur (M.S.). World Journal of Advanced Research and Reviews, 23, 2956-2959
ten Holt, H. and Kuchlein, J. (2006). Additional data on the distribution and early stages of Chrysoesthia verrucosa (Lepidoptera: Gelechiidae).Phegea, 34(1): 13-16;Additional data on the distribution and early stages of Chrysoesthia verrucosa (Lepidoptera Gelechiidae).Phegea, 34(1) 13-16;
Anikin, V. and Knyazev, S. (2024). Additions to the fauna of casebearer moths (Lepidoptera, Coleophoridae) of Omsk Region, Russia. Results of expeditions in 2021-2023. Ecologica Montenegrina. 75: 89-97;Additions to the fauna of casebearer moths (Lepidoptera, Coleophoridae) of Omsk Region, Russia;Anikin, V., Knyazev, S. (2016). ADDITIONS TO THE FAUNA OF THE CASEBEARER MOTHS (LEPIDOPTERA, COLEOPHORIDAE) OF OMSK PROVINCE. Amurian Zoological Journal, 8, 43-46
Lee, D., Lee, B., Shin, Y., Lee, T., Cha, Y. and Bae, Y. (2020). A review of the genus Erechthias Meyrick (Lepidoptera, Tineidae), with two newly recorded species from Korea. Journal of Asia-Pacific Biodiversity, 13(4): 625-630;A review of the genus Erechthias Meyrick (Lepidoptera, Tineidae), with two newly recorded species from Korea;Lee, D., Lee, B., Shin, Y., Lee, T., Cha, Y., Bae, Y. (2020). A review of the genus Erechthias Meyrick (Lepidoptera, Tineidae), with two newly recorded species from Korea. Journal of Asia-Pacific Biodiversity, 13, 625-630
De Prins, W. (2005). Oegoconia caradjai, a new species for the Belgian fauna (Lepidoptera: Autostichidae). Phegea, 33: 12;Oegoconia caradjai, a new species for the Belgian fauna (Lepidoptera Autostichidae);Sutter, R. (2003). Die Arten der Gattung Oegoconia Stainton, 1854 in Deutschland und ihre Verbreitung in Ostdeutschland (Lepidoptera Autostichidae).. Beitrge zur Entomologie  Contributions to Entomology, 53, 437-447
Smithers, C. (1998). A species list and bibliography of the insects recorded from Norfolk Island. Australian Museum.;A species list and bibliography of the insects recorded from Norfolk Island;Smithers, C. (1998). A species list and bibliography of the insects recorded from Norfolk Island. Technical Reports of the Australian Museum, 13, 1-55
Dugdale, J. (1988). Lepidoptera - annotated catalogue, and keys to family-group taxa. in Fauna of New Zealand vol. 14, Science Information Publishing Centre, DSIR. 264pp;Lepidoptera - annotated catalogue, and keys to family-group taxa. in Fauna of New Zealand vol. 14, Science Information Publishing Centre, DSIR. 264pp;Landolt, P. (1992). Fauna of New Zealand, No. 14, Lepidoptera-Annotated Catalogue and keys to familygroup taxa.. Annals of the Entomological Society of America, 85, 250-251
Sagliocco, J. and Coupland, J. (1995). Biology and host specificity of Chamaesphecia mysiniformis (Lepidoptera: Sesiidae), a potential biological control agent of Marrubium vulgare (Lamiaceae) in Australia. Biocontrol Science and Technology, 5(4): 509-516;Biology and host specificity of Chamaesphecia mysiniformis (Lepidoptera Sesiidae), a potential biological control agent of Marrubium vulgare (Lamiaceae) in Australia;Sagliocco, J., Coupland, J. (1995). Biology and Host Specificity of Chamaesphecia mysiniformis (Lepidoptera Sesiidae), a Potential Biological Control Agent of Marrubium vulgare (Lamiaceae) in Australia. Biocontrol Science and Technology, 5, 509-516
Irungbam, J. and Irungbam, M. (2019). Contributions to the knowledge of moths of Bombycoidea Latreille, 1802 (Lepidoptera: Heterocera) of Bhutan with new records. Journal of Threatened Taxa. 11(8): 14022-14050;Contributions to the knowledge of moths of Bombycoidea Latreille, 1802 (Lepidoptera Heterocera) of Bhutan with new records;Irungbam, J., Irungbam, M. (2019). Contributions to the knowledge of moths of Bombycoidea Latreille, 1802 (Lepidoptera Heterocera) of Bhutan with new records. Journal of Threatened Taxa, 11, 14022-14050
"Vargas, H., Vargas, H., Bobadilla, D. and Parra, L. (2001). Notas sobre la polilla de la flor del olivo Cyclophora nanaria Walker (Lepidoptera: Geometridae; Sterrhinae). Idesia. 19: 25-33";Notas sobre la polilla de la flor del olivo Cyclophora nanaria Walker (Lepidoptera Geometridae Sterrhinae);Pinzari, M., Pinzari, M. (2016). A melanistic form in the Genus Cyclophora spec. (Lepidoptera, Geometridae, Sterrhinae).. Beitrge zur Entomologie  Contributions to Entomology, 66, 165-168
EFSA Panel on Plant Health (PLH), Bragard, C., Baptista, P., Chatzivassiliou, E., Di Serio, F., Gonthier, P., ... and Van der Werf, W. (2023). Pest risk assessment of Elasmopalpus lignosellus for the European Union. EFSA Journal. 21(5): e08004;Pest risk assessment of Elasmopalpus lignosellus for the European Union;, ., Bragard, C., DehnenSchmutz, K., Di Serio, F., Gonthier, P., Jacques, M., Jaques Miret, J., Justesen, A., Magnusson, C., Milonas, P., NavasCortes, J., Parnell, S., Potting, R., Reignault, P., Thulke, H., Van Der Werf, W., Vicent Civera, A., Yuen, J., Zappal, L., Malumphy, C., Czwienczek, E., Kertesz, V., Maiorano, A., Macleod, A. (2021). Pest categorisation of Elasmopalpus lignosellus. EFSA Journal, 19, 
Prestes, A. (2014). A New Exotic Noctuid for the Hawaiian Archipelago: Feltia subterranea (Fabricius) (Lepidoptera: Noctuidae: Noctuinae). The Journal of the Lepidopterists Society. 68(3): 220-221;A New Exotic Noctuid for the Hawaiian Archipelago Feltia subterranea (Fabricius) (Lepidoptera Noctuidae Noctuinae);Prestes, A. (2014). A New Exotic Noctuid for the Hawaiian Archipelago Feltia subterranea (Fabricius) (Lepidoptera Noctuidae Noctuinae). The Journal of the Lepidopterists Society, 68, 220
Argaman, Q. and Wysoki, M. (1991). The flower-eating Gymnoscelis (Lep. Geometridae) in Israel. Tropical Pest Management. 37(2): 185;The flower-eating Gymnoscelis (Lep;Argaman, Q., Wysoki, M. (1991). The flowereatingiGymnoscelisi(Lep. Geometridae) in Israel. Tropical Pest Management, 37, 185-185
Griffith, T. and Gillett-Kaufman, J. (2018). Fiery Skipper Hylephila phyleus (Drury)(Insecta: Lepidoptera: Hesperiidae): EENY-697/IN1194, 12/2017. EDIS, 2018(1):1-4;Fiery Skipper Hylephila phyleus (Drury)(Insecta Lepidoptera Hesperiidae) EENY-697IN1194, 122017;
Gielis, C. (1991). Review of the Pterophoridae (Lepidoptera) from Argentina and Chile. Zoologische Mededelingen. 269: 4-164;Review of the Pterophoridae (Lepidoptera) from Argentina and Chile;Ustjuzhanin, P., Kovtunovich, V., Pototski, A., Haverinen, R. (2022). New species of plume moths (Lepidoptera Pterophoridae) from Argentina. Ecologica Montenegrina, 58, 29-41
Lafontaine, J. and Sullivan, J. (2009). A review of the genus Megalographa Lafontaine and Poole (Lepidoptera: Noctuidae: Plusiinae) with the description of a new species from Costa Rica. Insecta Mundi. 0077: 1-10;A review of the genus Megalographa Lafontaine and Poole (Lepidoptera Noctuidae Plusiinae) with the description of a new species from Costa Rica;Becker, V. (2001). A new Antillean moth of the genus Enigmogramma Lafontaine amp Poole (Noctuidae, Plusiinae). Revista Brasileira de Zoologia, 18, 145-147
Arthur, M. (1965). Ecological studies on Polydesma umbricola Boisd. in Hawaii (Lepidoptera: Noctuidae). University of Hawaii (Doctoral dissertation [Honolulu]);Ecological studies on Polydesma umbricola Boisd. in Hawaii (Lepidoptera Noctuidae);, . (2019). Polydesma umbricola (monkeypod moth). CABI Compendium, , 
Gielis, C. and Karsholt, O. (2009). Additional records of Pterophoridae from the Cape Verde Islands, with description of a new species of Agdistis Hübner. Nota lepidopterologica, 32(2): 139-144;Additional records of Pterophoridae from the Cape Verde Islands, with description of a new species of Agdistis Hbner;Salas, C., Roln, E. (1990). Four new species of Condylocardiidae from Cape Verde Islands. Bulletin du Musum national dhistoire naturelle, 12, 349-363
Watabiki, D. and Yoshimatsu, S. (2014). Taxonomic study of Targalla delatrix (Guenee) and its close relatives from East and Southeast Asia with description of a new species (Lepidoptera: Euteliidae). Lepidoptera Science, 65(4): 158-178;Taxonomic study of Targalla delatrix (Guenee) and its close relatives from East and Southeast Asia with description of a new species (Lepidoptera Euteliidae);Qi, M., Bae, Y., Li, H. (2018). Taxonomic notes and new species of the genus Minooa Yamanaka from Southeast Asia and China (Lepidoptera, Pyralidae, Pyralinae). Journal of Forestry Research, 30, 2367-2370
Ale, B., Zalucki, M. and Furlong, M. (2011). Host plant selection by Crocidolomia pavonana F. (Lepidoptera: Crambidae): effect of herbivory and adult experience. The 6th International Workshop on Management of the Diamondback Moth and Other Crucifer Insect Pests. 70-75;Host plant selection by Crocidolomia pavonana F. (Lepidoptera Crambidae) effect of herbivory and adult experience;
Austin, K. and Rubinoff, D. (2023). New records of introduced Lepidoptera in the Hawaiian Islands for the year 2022. Bishop Museum Occasional Papers 148: 175–184;New records of introduced Lepidoptera in the Hawaiian Islands for the year 2022;Corley, M., Nunes, J., Rosete, J., Teixeira, J., Valadares, A. (2023). New and interesting Portuguese Lepidoptera records from 2022 (Insecta Lepidoptera). SHILAP Revista de lepidopterologa, 51, 609-627
Mahi, T., Harizia, A., Canelo, T., Benguerai, A. and Bonal, R. (2024). Tracing the origin of the alien pest Cydia pomonella in Algeria through a worldwide comparison of the species’ DNA barcodes. Agricultural and Forest Entomology. 1-11;Tracing the origin of the alien pest Cydia pomonella in Algeria through a worldwide comparison of the species DNA barcodes;Mahi, T., Harizia, A., Canelo, T., Benguerai, A., Bonal, R. (2024). Tracing the origin of the alien pest iCydia pomonellai in scpAlgeriascp through a worldwide comparison of the species scpDNAscp barcodes. Agricultural and Forest Entomology, 27, 171-181
Sterling, M., Barclay, M. and Lees, D. (2024). The genome sequence of the Golden-brown Fern moth, Musotima nitidalis (Walker,[1866]). Wellcome Open Research, 9: 132;The genome sequence of the Golden-brown Fern moth, Musotima nitidalis (Walker,1866);Sterling, M., Barclay, M., Lees, D., , ., , ., , ., , ., , ., , ., , . (2024). The genome sequence of the Golden-brown Fern moth, Musotima nitidalis (Walker, 1866). Wellcome Open Research, 9, 132
Toth, V. and Lakatos, F. (2018). Phylogeographic pattern of the plane leaf miner, Phyllonorycter platani (STAUDINGER, 1870)(Lepidoptera: Gracillariidae) in Europe. BMC Evolutionary Biology. 18: 1-12;Phylogeographic pattern of the plane leaf miner, Phyllonorycter platani (STAUDINGER, 1870)(Lepidoptera Gracillariidae) in Europe;Tth, V., Lakatos, F. (2018). Phylogeographic pattern of the plane leaf miner, Phyllonorycter platani (STAUDINGER, 1870) (Lepidoptera Gracillariidae) in Europe. BMC Evolutionary Biology, 18, 
Agassiz, D. (2007). Prays peregrina sp. n. (Yponomeutidae) a presumed adventive species in Greater London. Nota Lepidopterologica. 30(2): 407–410;Prays peregrina sp. n. (Yponomeutidae) a presumed adventive species in Greater London;Pazian, M., Nobre, T., Blibech, I., Rei, F. (2020). Hidden Genetic Variability, Can the Olive Moth Prays oleae (Lepidoptera Yponomeutidae or Praydidae) be a Species Complex. Insects, 11, 204
Tsvetanov, T. and Zlatkov, B. (2019). Scythris sinensis (Felder & Rogenhofer, 1875), a new species for Bulgaria and the Balkan Peninsula (Insecta: Lepidoptera: Scythrididae). ZooNotes. 146: 1-2;Scythris sinensis (Felder  Rogenhofer, 1875), a new species for Bulgaria and the Balkan Peninsula (Insecta Lepidoptera Scythrididae);, ., Pop, F., tefan-Fotin, A., , ., Petrescu, E., , ., Zachi, M., , ., Negrea, E., , ., Lupu, T., , . (2022). First record ofScythris sinensis(Felder amp Rogenhofer, 1875) (Lepidoptera, Scythrididae) in Romania. Entomologica Romanica, 26, 133-135
Anderson, S., Bellis, G., Thistleton, B., Tran-Nguyen, L., Edwards, T., Hobern, D., ... and Walker, J. (2015). New distribution records of the Star Fruit Flower Moth (Diacrotricha fasciola)(Lepidoptera: Pterophoridae) in Australia and Timor-Leste. Northern Territory Naturalist, 26: 76-84;New distribution records of the Star Fruit Flower Moth (Diacrotricha fasciola)(Lepidoptera Pterophoridae) in Australia and Timor-Leste;Anderson, S., Bellis, G., Thistleton, B., Tran-Nguyen, L., Edwards, T., Hobern, D., Quintao, V., Halling, L., Walker, J. (2015). New distribution records of the Star Fruit Flower Moth (Diacrotricha fasciola) (Lepidoptera Pterophoridae) in Australia and Timor-Leste. Northern Territory Naturalist, 26, 76-84
Kipp, R., Larson, J. and Fusaro, A. (2024). Acentria ephemerella Olivier, 1791: U.S. Geological Survey, Nonindigenous Aquatic Species Database, Gainesville, FL, and NOAA Great Lakes Aquatic Nonindigenous Species Information System, Ann Arbor, MI, https://nas.er.usgs.gov/queries/GreatLakes/FactSheet.aspx?Species_ID=2362, Revision Date: 9/13/2019, Access Date: 7/8/2024;Acentria ephemerella Olivier, 1791 U.S;, . (2019). Acentria ephemerella. CABI Compendium, , 
Boyes, D., Crowley, L. and Holland, P. (2021). The genome sequence of the sycamore, Acronicta aceris (Linnaeus, 1758). Wellcome Open Research. 6:326;The genome sequence of the sycamore, Acronicta aceris (Linnaeus, 1758);Boyes, D., Crowley, L., Holland, P., , ., , ., , ., , ., , ., , . (2021). The genome sequence of the sycamore, Acronicta aceris (Linnaeus, 1758). Wellcome Open Research, 6, 326
EFSA Panel on Plant Health (PLH), Bragard, C., Baptista, P., Chatzivassiliou, E., Di Serio, F., Gonthier, P., ... and MacLeod, A. (2024). Pest categorisation of Diaphania indica. EFSA Journal. 22(5): e8806;Pest categorisation of Diaphania indica;, ., Bragard, C., Baptista, P., Chatzivassiliou, E., DiSerio, F., Gonthier, P., JaquesMiret, J., Justesen, A., Magnusson, C., Milonas, P., NavasCortes, J., Parnell, S., Potting, R., Reignault, P., Stefani, E., Thulke, H., VanDerWerf, W., Vicent Civera, A., Yuen, J., Zappal, L., Grgoire, J., Malumphy, C., Akrivou, A., Kertesz, V., Papachristos, D., Sfyra, O., Macleod, A. (2024). Pest categorisation of Diaphania indica. EFSA Journal, 22, 
Kambor, J. (2022). Apple moth-an occasional pest of Swiss apple orchards. Vignes et Vergers. 54(5): 12-13;Apple moth-an occasional pest of Swiss apple orchards;Wildbolz, T. (1988). Integrated pest management in Swiss apple orchards Stability and risks. Entomologia Experimentalis et Applicata, 49, 71-74
University of Florida (2024). Featured Creatures - Anticarsia gemmatalis (Hubner) (Insecta: Lepidoptera: Noctuidae). Available at: https://entnemdept.ufl.edu/creatures/;Featured Creatures - Anticarsia gemmatalis (Hubner) (Insecta Lepidoptera Noctuidae);Barbara, K. (2006). Velvetbean Caterpillar, Anticarsia gemmatalis (Hbner) (Insecta Lepidoptera Noctuidae). EDIS, 2006, 
Mustelin, T., Lucas, V. and Crabo, L. (2017). Survey of the Lepidoptera in the North-Central Olympic National Park, Washington, USA. The Journal of the Lepidopterists Society. 72(4): 284-295;Survey of the Lepidoptera in the North-Central Olympic National Park, Washington, USA;Mustelin, T., Lucas, V., Crabo, L. (2018). Survey of the Lepidoptera in the North-Central Olympic National Park, Washington, USA. Journal of the Lepidopterists Society, 72, 284-295
Becker, V. (1994). A new Ectaga Walsingham (Lepidoptera, Oecophoridae) from southern South America. Revista Brasileira de Zoologia, 11: 391-394;A new Ectaga Walsingham (Lepidoptera, Oecophoridae) from southern South America;Becker, V. (1994). A new Ectaga Walsingham (Lepidoptera, Oecophoridae) from southern South America. Revista Brasileira de Zoologia, 11, 391-394
Contant, H. (1988). Modification of microclimate by the blueberry leaf-tier, Cheimophila salicella (Hbn.)(Lepidoptera: Oecophoridae) [PhD Dissertation, University of British Columbia];Modification of microclimate by the blueberry leaf-tier, Cheimophila salicella (Hbn.)(Lepidoptera Oecophoridae) PhD Dissertation, University of British Columbia;Gillespie, D., King, G., Salas-Reyes, V., Slessor, K. (1984). DETERMINATION OF THE SEX-PHEROMONE COMPONENTS OF iCHEIMOPHILA SALICELLAi (LEPIDOPTERA OECOPHORIDAE), A PEST OF BLUEBERRY IN BRITISH COLUMBIA. The Canadian Entomologist, 116, 1397-1402
Min-Younga, K. and Park, K. (2009). A taxonomic review of the genus Coleophora Hubner (Lepidoptera: Coleophoridae) in Korea. Journal of Asia-Pacific Entomology. 12: 183–198;A taxonomic review of the genus Coleophora Hubner (Lepidoptera Coleophoridae) in Korea;Min-Young, K., Park, K. (2009). A taxonomic review of the genus Coleophora Hbner (Lepidoptera Coleophoridae) in Korea. Journal of Asia-Pacific Entomology, 12, 183-198
Hoebeke, E., Wheeler Jr, A. and Degregorio, R. (1993). Coleophora colutella (Lepidoptera: Coleophoridae): a Palearctic pest of crownvetch, Coronilla varia (Fabaceae), new to North America. Annals of the Entomological Society of America. 86(2): 134-141;Coleophora colutella (Lepidoptera Coleophoridae) a Palearctic pest of crownvetch, Coronilla varia (Fabaceae), new to North America;Hoebeke, E., Wheeler, A., Degregorio, R. (1993). Coleophora colutella (Lepidoptera Coleophoridae) A Palearctic Pest of Crownvetch, Coronilla varia (Fabaceae), New to North America. Annals of the Entomological Society of America, 86, 134-141
Coshan, P. (1974). The biology of Coleophora serratella (L.)(Lepidoptera: Coleophoridae). Transactions of the Royal Entomological Society of London. 126(2): 169-188;The biology of Coleophora serratella (L.)(Lepidoptera Coleophoridae);Coshan, P. (1974). The biology of iColeophora serratellai (L.) (Lepidoptera Coleophoridae). Transactions of the Royal Entomological Society of London, 126, 169-188
Cox, P. (1986). A survey of stored product Lepidoptera in New Zealand. New Zealand journal of experimental agriculture. 14(1): 71-76;A survey of stored product Lepidoptera in New Zealand;Cox, P. (1986). A survey of stored product Lepidoptera in New Zealand. New Zealand Journal of Experimental Agriculture, 14, 71-76
Ryne, C. and Bensch, S. (2008). Do anthropogenic transports facilitate stored-product pest moth dispersal? A molecular approach. Naturwissenschaften. 95: 155-159;Do anthropogenic transports facilitate stored-product pest moth dispersal A molecular approach;Ryne, C., Bensch, S. (2007). Do anthropogenic transports facilitate stored-product pest moth dispersal A molecular approach. Naturwissenschaften, 95, 155-159
Heppner, J. (1992). Biology and immature stages of the bromeliad pod borer, Epimorius testaceellus, in Florida (Lepidoptera: Pyralidae: Galleriinae). Tropical Lepidoptera Research: 57-62;Biology and immature stages of the bromeliad pod borer, Epimorius testaceellus, in Florida (Lepidoptera Pyralidae Galleriinae);Heppner, J., Frank, J. (1999). Bromeliad Pod Borer, Epimorius testaceellus Ragonot (Insecta Lepidoptera Pyralidae). EDIS, 1999, 
Daviault, L. and Ducharme, R. (1966). Life history and habits of the green spruce leaf miner, Epinotia nanana (Treitschke)(Lepidoptera: Tortricidae). The Canadian Entomologist. 98(7): 693-699;Life history and habits of the green spruce leaf miner, Epinotia nanana (Treitschke)(Lepidoptera Tortricidae);Daviault, L., Ducharme, R. (1966). Life History and Habits of the Green Spruce Leaf Miner, iEpinotia nananai (Treitschke) (Lepidoptera Tortricidae). The Canadian Entomologist, 98, 693-699
Jurc, M., Csoka, G. and Hrasovec, B. (2016). Potentially Important Insect Pests of Celtis australis in Slovenia, Croatia and Hungary. Sumarski list. 11: 577–588;Potentially Important Insect Pests of Celtis australis in Slovenia, Croatia and Hungary;Jurc, M., Cska, G., Hraovec, B. (2016). Potentially important insect pests of iCeltis australisi in Slovenia, Croatia and Hungary. umarski list, 140, 588-588
Holland, P. (2023). The genome sequence of the Sulphur Tubic, Esperia sulphurella (Fabricius, 1775). Wellcome Open Research. 8: 156;The genome sequence of the Sulphur Tubic, Esperia sulphurella (Fabricius, 1775);Holland, P., , ., , ., , ., , ., , ., , . (2023). The genome sequence of the Sulphur Tubic, Esperia sulphurella (Fabricius, 1775). Wellcome Open Research, 8, 156
Vidal E., (2018). Lepidopteros de O Courel (Lugo, Galicia, España, N. O. Peninsula Iberica) XV: Ethmiinae. (Insecta: Lepidoptera, Depressariidae). Arquivos Entomoloxicos. 19: 3-10;Lepidopteros de O Courel (Lugo, Galicia, Espaa, N;Vilatte, C., Ruiz Nogueira, B. (2018). Rgimen y riesgo agroclimtico de heladas en Lugo, provincia de Lugo, Galicia, Espaa. Recursos Rurais, , 13-18
Trajkovic, A. and Zikic, V. (2023). Stuck in the caterpillars’ web: A half-century of biocontrol research and application on gregarious Lepidopteran pests in Europe. Sustainability. 15(4): 2881;Stuck in the caterpillars web A half-century of biocontrol research and application on gregarious Lepidopteran pests in Europe;Trajkovi, A., iki, V. (2023). Stuck in the Caterpillars Web A Half-Century of Biocontrol Research and Application on Gregarious Lepidopteran Pests in Europe. Sustainability, 15, 2881
Todd, E. (1966). Notes and descriptions of some neotropical agaristine moths (Lepidoptera: Noctuidae). Proceedings of the United States National Museum. 120(3560): 1-15;Notes and descriptions of some neotropical agaristine moths (Lepidoptera Noctuidae);Todd, E. (1966). Notes and Descriptions of Some Neotropical Agaristine Moths (Lepidoptera Noctuidae). Proceedings of the United States National Museum, 120, 1-15
Muller, G., Kravchenko, V., Revay, E., Speidel, W., Mooder, J., Beredin, S. and Witt, T. (2010). The Nolidae of Jordan: Distribution, Phenology and Ecology. Entomofauna., 31(8): 69-84;The Nolidae of Jordan Distribution, Phenology and Ecology;Amr, Z., Disi, A. (2011). Systematics, distribution and ecology of the snakes of Jordan. Vertebrate Zoology, 61, 179-266
Landolt, P., Worth, R. and Zack, R. (2010). First report of Hecatera dysodea (Denis and Schiffermuller)(Noctuidae) in the Pacific Northwest of the United States. The Journal of the Lepidopterists Society. 64(4): 192-196;First report of Hecatera dysodea (Denis and Schiffermuller)(Noctuidae) in the Pacific Northwest of the United States;Landolt, P., Worth, R., Zack, R. (2010). First Report ofiHecatera dysodeai(Denis and Schiffermller) (Noctuidae) in the Pacific Northwest of the United States. Journal of the Lepidopterists Society, 64, 192-196
Mather, B. (1992) Hileithia decostalis (Crambidae: Pyraustinae), new to the United States. Journal of the Lepidopterists Society 46(2): 159-160;;
North, R. and Hart, E. (1983). Oviposition preference of the mimosa webworm, Homadaula anisocentra (Lepidoptera: Plutellidae). Environmental Entomology. 12(2): 546-551;Oviposition preference of the mimosa webworm, Homadaula anisocentra (Lepidoptera Plutellidae);North, R., Hart, E. (1983). Oviposition Preference of the Mimosa Webworm, Homadaula anisocentra (Lepidoptera Plutellidae)1. Environmental Entomology, 12, 546-551
Leroy, L., Mille, C. and Fogliani, B. (2021). The common fruit-piercing moth in the Pacific Region: a Survey of the current state of a significant Worldwide Economic Pest, Eudocima phalonia (Lepidoptera: Erebidae), with a focus on New Caledonia. Insects, 12(2): 117;The common fruit-piercing moth in the Pacific Region a Survey of the current state of a significant Worldwide Economic Pest, Eudocima phalonia (Lepidoptera Erebidae), with a focus on New Caledonia;Leroy, L., Mille, C., Fogliani, B. (2021). The Common Fruit-Piercing Moth in the Pacific Region A Survey of the Current State of a Significant Worldwide Economic Pest, Eudocima phalonia (Lepidoptera Erebidae), with a Focus on New Caledonia. Insects, 12, 117
