Species,Area,Cryptogenic,Introduced,Dispersal,Established,Eradicated,Intentional_Release,Year,Reference Year,Reference
Coleophora klimeschiella,Hawaii,0.0,,,1.0,0.0,1.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Anatrachyntis badia,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Trissodoris honorariella,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Dichomeris aenigmatica,Hawaii,0.0,,,1.0,0.0,1.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Keiferia lycopersicella,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Pectinophora gossypiella,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Phthorimaea operculella,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Stoeberhinus testaceus,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Cyclophora nanaria,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Euacidalia brownsvillea,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Gymnoscelis rufifasciata,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Macaria abydata,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Caloptilia azaleella,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Cremastobombycia lantanella,Hawaii,0.0,,,1.0,0.0,1.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Erionota thrax,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Hylephila phyleus,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Imma mylias,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Brephidium exilis,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Strymon bazochii,Hawaii,0.0,,,1.0,0.0,1.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Tmolus echion,Hawaii,1.0,,,1.0,0.0,1.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Amyna axis,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Amyna natalis,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Anomis flava,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Ascalapha odorata,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Athetis thoracica,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Bocana manifestalis,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Callopistria maillardi,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Chrysodeixis eriosoma,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Condica dolorosa,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Diastema tigris,Hawaii,0.0,,,1.0,0.0,1.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Elaphria nucicolora,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Eudocima phalonia,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Helicoverpa zea,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Leucania scottii,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Leucania striata,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Ophiusa disjungens,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Oraesia excavata,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Pandesma anysa,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Penicillaria jocosatrix,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Pericyma cruegeri,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Polydesma boarmoides,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Spodoptera exempta,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Spodoptera exigua,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Spodoptera mauritia,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Stictoptera cucullioides,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Targalla delatrix,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Trichoplusia ni,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Vanessa atalanta,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Vanessa cardui,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Autosticha pelodes,Hawaii,1.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Endrosis sarcitrella,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Hofmannophila pseudospretella,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Pieris rapae,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Brachycyttarus griseus,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Hellinsia beneficus,Hawaii,0.0,,,1.0,0.0,1.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Lioptilodes albistriolatus,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Megalorhipida leucodactylus,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Achroia grisella,Hawaii,0.0,1.0,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Amyelois transitella,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Assara seminivale,Hawaii,0.0,1.0,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Ategumia adipalis,Hawaii,0.0,,,1.0,0.0,1.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Ategumia ebulealis,Hawaii,0.0,,,1.0,0.0,1.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Cactoblastis cactorum,Hawaii,0.0,,,1.0,0.0,1.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Cadra cautella,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Cadra figulilella,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
Chilo suppressalis,Hawaii,0.0,,,1.0,0.0,0.0,,2015,"Yamanaka, T., Morimoto, N., Nishida, G., Kiritani, K., Moriya, S. and Liebhold, A. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061"
