Species;NAME_0;Realm;Cryptogenic;Dispersal;Eradicated;IntentionalRelease;Introduced;Established;ReportedFirstYear;Reference;ReferenceYear
Urbanus dorantes;United States;Nearctic;1.0;;0.0;0.0;;1.0;1920.0;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0
Uresiphita gilvata;Hawaii;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Austin, K., Rubinoff, D. (2022). Eleven New Records of Lepidoptera in the Hawaiian Islands including corrections to the Hawaiian Terrestrial Arthropod Checklist. Bishop Museum Occasional Papers 142: 49–74;2022.0
Uresiphita ornithopteralis;New Zealand;Australian;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0
Uresiphita ornithopteralis;New Zealand;Australian;;;0.0;;1.0;1.0;1949.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Uresiphita ornithopteralis;Hawaii;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Austin K., Rubinoff D. (2022). Eleven New Records of Lepidoptera in the Hawaiian Islands including corrections to the Hawaiian Terrestrial Arthropod Checklist. Bishop Museum Occasional Papers 142: 49-74;2022.0
Uripao albizonata;Cameroon;Afrotropical;1.0;;0.0;0.0;;;2017.0;Delabye, S. et al. (2020). First records of 31 species of butterflies and moths (Lepidoptera) in Cameroon, with remarks on their elevational ranges. Biodiversity Data Journal. 8: e50543;2020.0
Usingeriessa onyxalis;Hawaii;Nearctic;;;0.0;0.0;1.0;1.0;;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0
Usingeriessa onyxalis;Hawaii;Nearctic;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0
Usingeriessa onyxalis;Hawaii;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Nishida, G. (2002). Hawaiian terrestrial arthropod checklist. Fourth edition. Bishop Museum Press. 313 pp;2002.0
Usingeriessa onyxalis;Hawaii;Nearctic;;;0.0;;1.0;1.0;1995.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Usingeriessa onyxalis;Hawaii;Nearctic;0.0;;0.0;0.0;;1.0;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0
Utetheisa ornatrix;Canada;Nearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0
Utetheisa pulchelloides;New Zealand;Oceanian;0.0;;0.0;;1.0;1.0;;PaDIL (2025). The Pest and Disease Image Library (PaDIL).;2025.0
Utetheisa pulchelloides;Hawaii;Nearctic;0.0;;0.0;0.0;1.0;0.0;;Austin, K., Rubinoff, D. (2022). Eleven New Records of Lepidoptera in the Hawaiian Islands including corrections to the Hawaiian Terrestrial Arthropod Checklist. Bishop Museum Occasional Papers 142: 49–74;2022.0
Vanessa atalanta;Hawaii;Nearctic;;;0.0;0.0;1.0;1.0;;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0
Vanessa atalanta;Hawaii;Nearctic;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0
Vanessa atalanta;Venezuela;Neotropical;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0
Vanessa atalanta;Venezuela;Neotropical;0.0;;0.0;0.0;1.0;1.0;;Pullaiah, T., Ielmini, M. (Eds.) (2021). Invasive Alien Species: Observations and Issues from Around the World. Volume 4: Issues and Invasions in the Americas and the Caribbean. Wiley. 384pp;2021.0
Vanessa atalanta;Hawaii;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Nishida, G. (2002). Hawaiian terrestrial arthropod checklist. Fourth edition. Bishop Museum Press. 313 pp;2002.0
Vanessa atalanta;Hawaii;Nearctic;;;0.0;;1.0;1.0;1899.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Vanessa atalanta;Hawaii;Nearctic;0.0;;0.0;0.0;;1.0;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0
Vanessa cardui;Hawaii;Nearctic;;;0.0;0.0;1.0;1.0;;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0
Vanessa cardui;Hawaii;Nearctic;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0
Vanessa cardui;Venezuela;Neotropical;0.0;;0.0;0.0;1.0;1.0;;Pullaiah, T., Ielmini, M. (Eds.) (2021). Invasive Alien Species: Observations and Issues from Around the World. Volume 4: Issues and Invasions in the Americas and the Caribbean. Wiley. 384pp;2021.0
Vanessa cardui;Hawaii;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Nishida, G. (2002). Hawaiian terrestrial arthropod checklist. Fourth edition. Bishop Museum Press. 313 pp;2002.0
Vanessa cardui;Hawaii;Nearctic;;;0.0;;1.0;1.0;1758.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Vanessa cardui;Hawaii;Nearctic;0.0;;0.0;0.0;;1.0;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0
Vanessa carye;Denmark;Palearctic;;;0.0;;1.0;;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0
Vanessa virginiensis;Hawaii;Nearctic;;;0.0;0.0;1.0;1.0;;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0
Vanessa virginiensis;Hawaii;Nearctic;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0
Vanessa virginiensis;Azores;Palearctic;1.0;;0.0;0.0;;1.0;;Walker, A. (2020). Vanessa virginiensis. The IUCN Red List of Threatened Species. 2020: e.T161254A882795;2020.0
Vanessa virginiensis;Canary Islands;Palearctic;1.0;;0.0;0.0;;1.0;;Walker, A. (2020). Vanessa virginiensis. The IUCN Red List of Threatened Species. 2020: e.T161254A882795;2020.0
Vanessa virginiensis;Hawaii;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Nishida, G. (2002). Hawaiian terrestrial arthropod checklist. Fourth edition. Bishop Museum Press. 313 pp;2002.0
Vanessa virginiensis;Hawaii;Nearctic;;;0.0;;1.0;1.0;1878.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Vanessa virginiensis;Hawaii;Nearctic;0.0;;0.0;0.0;;1.0;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0
Vanessa virginiensis;Hawaii;Nearctic;1.0;;0.0;0.0;;1.0;;Walker, A. (2020). Vanessa virginiensis. The IUCN Red List of Threatened Species. 2020: e.T161254A882795;2020.0
Vanessa virginiensis;Hawaii;Nearctic;0.0;;0.0;;1.0;1.0;;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo.;2024.0
Vitula biviella;United Kingdom;Palearctic;;;0.0;;1.0;1.0;1997.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Vitula biviella;United Kingdom;Palearctic;0.0;1.0;0.0;0.0;0.0;1.0;;Davis, T. (2012). A Review of the Status of Microlepidoptera in Britain. Butterfly Conservation Report No. S12-02. Butterfly Conservation, Wareham;2012.0
Vitula edmandsii;Finland;Palearctic;;;0.0;;1.0;;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Vitula edmandsii;Norway;Palearctic;;;0.0;;1.0;;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Vitula edmandsii;Denmark;Palearctic;;;0.0;;1.0;;1985.0;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Vitula edmandsii;Germany;Palearctic;;;0.0;;1.0;;1940.0;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Vitula edmandsii;Sweden;Palearctic;;;0.0;;1.0;;1985.0;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Vitula edmandsii;Netherlands;Palearctic;;;0.0;;1.0;;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0
Vitula edmandsii;Sweden;Palearctic;;;0.0;;1.0;;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0
Vitula edmandsii;Germany;Palearctic;;;0.0;;1.0;;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0
Vitula edmandsii;Denmark;Palearctic;0.0;;0.0;0.0;1.0;;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Vitula edmandsii;Finland;Palearctic;0.0;;0.0;0.0;1.0;;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Vitula edmandsii;Germany;Palearctic;0.0;;0.0;0.0;1.0;;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Vitula edmandsii;Norway;Palearctic;0.0;;0.0;0.0;1.0;;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Vitula edmandsii;Sweden;Palearctic;0.0;;0.0;0.0;1.0;;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Vitula edmandsii;Denmark;Palearctic;;;0.0;;1.0;;1985.0;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0
Vitula edmandsii;Finland;Palearctic;;;0.0;;1.0;;2001.0;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0
Vitula edmandsii;Germany;Palearctic;;;0.0;;1.0;;1940.0;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0
Vitula edmandsii;Sweden;Palearctic;;;0.0;;1.0;;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0
Vogtia malloi;United States;Nearctic;0.0;;0.0;0.0;;1.0;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0
Wheeleria spilodactylus;Australia;Australian;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0
Wheeleria spilodactylus;Australian Islands;Australian;0.0;0.0;0.0;1.0;1.0;1.0;1997.0;Ireson, J. et al. (2000). Progress on the rearing, release and establishment of the horehound plume moth, Wheeleria spilodactylus (Curtis), for the biological control of horehound in Tasmania. Plant Protection Quarterly. 15(1): 33-35;2000.0
Wheeleria spilodactylus;Australia;Australian;0.0;0.0;0.0;1.0;1.0;1.0;1993.0;Sagliocco, J., Weiss, J. (2004). Importation, establishment and preliminary impact assessment of Chamaesphecia mysiniformis (Lepidoptera: Sesiidae) for the biological control of horehound in Australia. Fourteenth Australian Weeds Conference. 388-390;2004.0
Xestia adela;United States;Nearctic;0.0;;0.0;0.0;;1.0;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0
Xestia c-nigrum;United States;Nearctic;0.0;;0.0;0.0;1.0;;1970.0;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0
Xestia c-nigrum;United States;Nearctic;0.0;;0.0;0.0;;;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0
Xestia xanthographa;United States;Nearctic;;;0.0;0.0;1.0;1.0;1907.0;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0
Xestia xanthographa;Canada;Nearctic;0.0;0.0;0.0;0.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Xestia xanthographa;United States;Nearctic;0.0;;0.0;0.0;;1.0;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0
Xestia xanthographa;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;1950.0;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Xestia xanthographa;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;1907.0;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Xestia xanthographa;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Xubida infusellus;Australia;Australian;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0
Xubida infusellus;Australia;Australian;0.0;0.0;0.0;1.0;1.0;1.0;1981.0;Julien, M. (2000). Biological control of water hyacinth with arthropods: a review to 2000. Aciar Proceedings, ACIAR. 1998: 8-20;2000.0
Xubida infusellus;Papua New Guinea;Oriental;0.0;0.0;0.0;1.0;1.0;1.0;1996.0;Julien, M. (2000). Biological control of water hyacinth with arthropods: a review to 2000. Aciar Proceedings, ACIAR. 1998: 8-20;2000.0
Xubida infusellus;Thailand;Oriental;0.0;0.0;0.0;1.0;1.0;1.0;1999.0;Julien, M. (2000). Biological control of water hyacinth with arthropods: a review to 2000. Aciar Proceedings, ACIAR. 1998: 8-20;2000.0
Xylesthia pruniramiella;Galapagos;Neotropical;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0
Xylesthia pruniramiella;Galapagos;Neotropical;;;0.0;;1.0;1.0;1966.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Xylophanes ploetzi;Brazil;Neotropical;1.0;;0.0;0.0;;1.0;2011.0;Lourido, G., Motta, C. (2017). First record of Xylophanes ploetzi (Moschler, 1876) (Lepidoptera, Sphingidae) from Brazil. CheckList. 13 (6): 1055-1058;2017.0
Xystrologa grenadella;United States;Nearctic;0.0;0.0;0.0;0.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Xystrologa grenadella;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Xystrologa grenadella;Hawaii;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Austin, K., Rubinoff, D. (2024). New records of introduced Lepidoptera in the Hawaiian Islands for the year 2023. Bishop Museum Occasional Papers 156: 111–121;2024.0
Yponomeuta cagnagella;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;1987.0;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0
Yponomeuta cagnagella;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Yponomeuta cagnagella;United States;Nearctic;0.0;;0.0;0.0;;1.0;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0
Yponomeuta cagnagella;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Yponomeuta cagnagellus;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;1987.0;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Yponomeuta cagnagellus;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Yponomeuta malinellus;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;1981.0;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0
Yponomeuta malinellus;South Korea;Palearctic;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0
Yponomeuta malinellus;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0
Yponomeuta malinellus;Canada;Nearctic;0.0;0.0;0.0;0.0;1.0;1.0;1981.0;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Yponomeuta malinellus;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;1988.0;European and Mediterranean Plant Protection Organization (EPPO) (1988). Declaration on Phytosanitary Certificate for Canada regarding Yponomeuta malinellus. EPPO Reporting Service. 2: 7/1988;1988.0
Yponomeuta malinellus;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;1985.0;Lee, J., Pemberton, W. (2005). Larval parasitoids of the apple ermine moth, Yponomeuta malinellus in Korea, Japan, and China. BioControl. 50: 247-258;2005.0
Yponomeuta malinellus;South Korea;Palearctic;;;0.0;;1.0;1.0;1930.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Yponomeuta malinellus;United States;Nearctic;0.0;;0.0;0.0;;1.0;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0
Yponomeuta malinellus;Japan;Sino-Japanese;0.0;;0.0;0.0;;1.0;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0
Yponomeuta malinellus;Japan;Sino-Japanese;0.0;;0.0;0.0;1.0;1.0;;National Institute for Environmental Studies - Japan (2024). Invasive Species of Japan: Lepidopterans (provisional list);2024.0
Yponomeuta malinellus;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Yponomeuta padella;United States;Nearctic;;;0.0;0.0;1.0;1.0;1909.0;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0
Yponomeuta padella;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Yponomeuta padella;United States;Nearctic;0.0;;0.0;0.0;;1.0;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0
Yponomeuta padella;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
