Species;Continent;Realm;ReferenceYear;Reference
Dichelia histrionana;Asia;Palearctic;2007;Seven, S., Ozdemir, M. (2007). The genus Dichelia Guenee, 1845 (Lepidoptera: Tortricidae) in Turkey. Acta Entomologica Slovenica. 15(2): 185-190
Dichelia histrionana;Europe;Palearctic;2007;Seven, S., Ozdemir, M. (2007). The genus Dichelia Guenee, 1845 (Lepidoptera: Tortricidae) in Turkey. Acta Entomologica Slovenica. 15(2): 185-190
Dichelia histrionana;Europe;Palearctic;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Dichomeris acuminatus;Africa;Afrotropical;1978;Zimmerman, E. (1978). Insects of Hawaii. Vol. 9 Microlepidoptera. Part II. The University Press of Hawaii, Honolulu, Hawaii, United States of America
Dichomeris acuminatus;Australia;Australian;1978;Zimmerman, E. (1978). Insects of Hawaii. Vol. 9 Microlepidoptera. Part II. The University Press of Hawaii, Honolulu, Hawaii, United States of America
Dichomeris acuminatus;Africa;Madagascan;1978;Zimmerman, E. (1978). Insects of Hawaii. Vol. 9 Microlepidoptera. Part II. The University Press of Hawaii, Honolulu, Hawaii, United States of America
Dichomeris acuminatus;Asia;Oriental;1978;Zimmerman, E. (1978). Insects of Hawaii. Vol. 9 Microlepidoptera. Part II. The University Press of Hawaii, Honolulu, Hawaii, United States of America
Dichomeris acuminatus;Asia;Palearctic;1978;Zimmerman, E. (1978). Insects of Hawaii. Vol. 9 Microlepidoptera. Part II. The University Press of Hawaii, Honolulu, Hawaii, United States of America
Dichomeris acuminatus;Europe;Palearctic;1978;Zimmerman, E. (1978). Insects of Hawaii. Vol. 9 Microlepidoptera. Part II. The University Press of Hawaii, Honolulu, Hawaii, United States of America
Dichomeris acuminatus;Africa;Saharo-Arabian;1978;Zimmerman, E. (1978). Insects of Hawaii. Vol. 9 Microlepidoptera. Part II. The University Press of Hawaii, Honolulu, Hawaii, United States of America
Dichomeris acuminatus;Asia;Saharo-Arabian;1978;Zimmerman, E. (1978). Insects of Hawaii. Vol. 9 Microlepidoptera. Part II. The University Press of Hawaii, Honolulu, Hawaii, United States of America
Dichomeris acuminatus;Europe;Palearctic;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Dichomeris aenigmatica;North America;Nearctic;1966;Krauss, N. (1966). Biological control investigations on some Hawaiian weeds. Proceedings, Hawaiian Entomological Society. 19(2): 223-231
Dichomeris aenigmatica;South America;Neotropical;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Dichomeris heriguronis;Asia;Oriental;2010;Li, H. et al. (2010). Microlepidoptera of Hong Kong: Taxonomic study on the genus Dichomeris Hubner, 1818, with descriptions of three new species (Lepidoptera: Gelechiidae). SHILAP Revista de lepidopterologia. 38(149): 67-89
Hypena commixtalis;Australia;Australian;2024;de Prins, J., de Prins, W. (2024). Afromoths, online database of Afrotropical moth species (Lepidoptera).
Dichomeris marginella;Europe;Palearctic;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Dichomeris picrocarpa;Asia;Oriental;1991;Park, K. (1991). Gelechiidae (Lepidoptera) from North Korea with description of two new species. Annales historico-naturales Musei Natinonalis Hungarici. 83: 117-123
Dichomeris picrocarpa;Asia;Palearctic;1991;Park, K. (1991). Gelechiidae (Lepidoptera) from North Korea with description of two new species. Annales historico-naturales Musei Natinonalis Hungarici. 83: 117-123
Dichomeris picrocarpa;Asia;Sino-Japanese;1991;Park, K. (1991). Gelechiidae (Lepidoptera) from North Korea with description of two new species. Annales historico-naturales Musei Natinonalis Hungarici. 83: 117-123
Dichomeris picrocarpa;Asia;Palearctic;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Dichrorampha acuminatana;Europe;Palearctic;2020;Gilligan, T. et al. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(9):594
Dichrorampha acuminatana;Europe;Palearctic;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Dichrorampha aeratana;Europe;Palearctic;2020;Gilligan, T. et al. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(9):594
Dichrorampha aeratana;Europe;Palearctic;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Dichrorampha montanana;Europe;Palearctic;2020;Gilligan, T. et al. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(9):594
Dichrorampha montanana;Europe;Palearctic;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Dichrorampha petiverella;Europe;Palearctic;2020;Gilligan, T. et al. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(9):594
Dichrorampha petiverella;Europe;Palearctic;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Digrammia pallidata;North America;Nearctic;2010;Heard, T. et al. (2010). Biology, host specificity, release and establishment of Macaria pallidata and Leuciris fimbriaria (Lepidoptera: Geometridae), biological control agents of the weed Mimosa pigra. Biological Control. 55: 248-255
Digrammia pallidata;South America;Neotropical;2010;Heard, T. et al. (2010). Biology, host specificity, release and establishment of Macaria pallidata and Leuciris fimbriaria (Lepidoptera: Geometridae), biological control agents of the weed Mimosa pigra. Biological Control. 55: 248-255
Digrammia pallidata;North America;Panamanian;2010;Heard, T. et al. (2010). Biology, host specificity, release and establishment of Macaria pallidata and Leuciris fimbriaria (Lepidoptera: Geometridae), biological control agents of the weed Mimosa pigra. Biological Control. 55: 248-255
Digrammia pallidata;South America;Panamanian;2010;Heard, T. et al. (2010). Biology, host specificity, release and establishment of Macaria pallidata and Leuciris fimbriaria (Lepidoptera: Geometridae), biological control agents of the weed Mimosa pigra. Biological Control. 55: 248-255
Dinumma deponens;Asia;Oriental;2013;Adams, J. et al. (2013). Dinumma deponens, Walker 1858 (Erebidae) is here to stay. News of the Lepidopterists Society. 55(4): 176-177
Dinumma deponens;Asia;Palearctic;2013;Adams, J. et al. (2013). Dinumma deponens, Walker 1858 (Erebidae) is here to stay. News of the Lepidopterists Society. 55(4): 176-177
Dinumma deponens;Asia;Sino-Japanese;2013;Adams, J. et al. (2013). Dinumma deponens, Walker 1858 (Erebidae) is here to stay. News of the Lepidopterists Society. 55(4): 176-177
Dinumma deponens;Asia;Oriental;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Diplopseustis perieresalis;Australia;Australian;2006;Speidel, W. et al. (2006). The exotic pyraloid moth Diplopseustis perieresalis (Walker) expanding in the West Palaearctic Region (Crambidae: Spilomelinae). Nota Lepiderologica. 29(3): 185-192
Diplopseustis perieresalis;Oceania;Australian;2006;Speidel, W. et al. (2006). The exotic pyraloid moth Diplopseustis perieresalis (Walker) expanding in the West Palaearctic Region (Crambidae: Spilomelinae). Nota Lepiderologica. 29(3): 185-192
Diplopseustis perieresalis;Oceania;Oceanian;2006;Speidel, W. et al. (2006). The exotic pyraloid moth Diplopseustis perieresalis (Walker) expanding in the West Palaearctic Region (Crambidae: Spilomelinae). Nota Lepiderologica. 29(3): 185-192
Diplopseustis perieresalis;Asia;Oriental;2006;Speidel, W. et al. (2006). The exotic pyraloid moth Diplopseustis perieresalis (Walker) expanding in the West Palaearctic Region (Crambidae: Spilomelinae). Nota Lepiderologica. 29(3): 185-192
Diplopseustis perieresalis;Asia;Palearctic;2006;Speidel, W. et al. (2006). The exotic pyraloid moth Diplopseustis perieresalis (Walker) expanding in the West Palaearctic Region (Crambidae: Spilomelinae). Nota Lepiderologica. 29(3): 185-192
Diplopseustis perieresalis;Asia;Sino-Japanese;2006;Speidel, W. et al. (2006). The exotic pyraloid moth Diplopseustis perieresalis (Walker) expanding in the West Palaearctic Region (Crambidae: Spilomelinae). Nota Lepiderologica. 29(3): 185-192
Diplopseustis perieresalis;Asia;Palearctic;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Diplopseustis perieresalis;Asia;Oriental;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Disclisioprocta stellata;South America;Neotropical;2007;Arakelian, G. (2007). Bougainvillea Looper (Disclisioprocta stellata). Los Angeles County Department of Agricultural Commissioner/Weights and Measures. 1-2
Disclisioprocta stellata;South America;Neotropical;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Hypena commixtalis;Africa;Madagascan;2024;de Prins, J., de Prins, W. (2024). Afromoths, online database of Afrotropical moth species (Lepidoptera).
Ditula angustiorana;Europe;Palearctic;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Doloessa viridis;Australia;Australian;2002;Lim, G. (2002). Observations of Prasinoxena monospila and Doloessa viridis (Lepidoptera: Pyralidae) on the bark of Khaya ivorensis in Malaysia. Journal of Tropical Forest Science. 14(1): 158-161
Doloessa viridis;Oceania;Oceanian;2002;Lim, G. (2002). Observations of Prasinoxena monospila and Doloessa viridis (Lepidoptera: Pyralidae) on the bark of Khaya ivorensis in Malaysia. Journal of Tropical Forest Science. 14(1): 158-161
Doloessa viridis;Asia;Oriental;2002;Lim, G. (2002). Observations of Prasinoxena monospila and Doloessa viridis (Lepidoptera: Pyralidae) on the bark of Khaya ivorensis in Malaysia. Journal of Tropical Forest Science. 14(1): 158-161
Doloessa viridis;Asia;Sino-Japanese;2002;Lim, G. (2002). Observations of Prasinoxena monospila and Doloessa viridis (Lepidoptera: Pyralidae) on the bark of Khaya ivorensis in Malaysia. Journal of Tropical Forest Science. 14(1): 158-161
Doloessa viridis;Asia;Oriental;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Dryadaula advena;Oceania;Oceanian;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Dryadaula pactolia;Australia;Australian;2006;Yeates, G., Williams, P. (2006). Export of plant and animal species from an insular biota. In: Allen, R., Lee, W. (eds) (2006). Biological Invasions in New Zealand. Springer, Berlin, Germany. 85-100
Dryadaula terpsichorella;Oceania;Nearctic;2014;Lee, G. et al. (2014). External egg morphology of the Hawaiian dancing moth, Dryadaula terpsichorella (Lepidoptera: Tineidae). Journal of Natural History. 48(15-16): 969-974
Dryadaula terpsichorella;Oceania;Oceanian;2014;Lee, G. et al. (2014). External egg morphology of the Hawaiian dancing moth, Dryadaula terpsichorella (Lepidoptera: Tineidae). Journal of Natural History. 48(15-16): 969-974
Dryadaula terpsichorella;South America;Neotropical;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Dryobotodes tenebrosa;Europe;Palearctic;2017;Perez, J., Perez, R. (2017). Dryobotodes (Dichonioxa) tenebrosa (Esper,[1789])(Lepidoptera, Noctuidae, Hadeninae) en Orense (Galicia, NO Espana). Burbug 38
Dryobotodes tenebrosa;Europe;Palearctic;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Hypena commixtalis;Oceania;Oceanian;2024;de Prins, J., de Prins, W. (2024). Afromoths, online database of Afrotropical moth species (Lepidoptera).
Hypena commixtalis;Asia;Oriental;2024;de Prins, J., de Prins, W. (2024). Afromoths, online database of Afrotropical moth species (Lepidoptera).
Hypena commixtalis;Asia;Saharo-Arabian;2024;de Prins, J., de Prins, W. (2024). Afromoths, online database of Afrotropical moth species (Lepidoptera).
Duponchelia fovealis;Europe;Palearctic;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Hypena commixtalis;Asia;Sino-Japanese;2024;de Prins, J., de Prins, W. (2024). Afromoths, online database of Afrotropical moth species (Lepidoptera).
Earias ansorgei;Africa;Afrotropical;1969;Howarth, T. (1969). Some African Nymphalidae (Lepidoptera). Proceedings of the Royal Entomological Society of London, Series B, Taxonomy. 38(11): 141-156
Earias biplaga;Africa;Afrotropical;2016;de Prins, W., Mazzei, P. (2016). Some faunistic notes on selected moth species (Lepidoptera) from the Seychelles. Phelsuma. 24: 21-34
Earias biplaga;Africa;Madagascan;2016;de Prins, W., Mazzei, P. (2016). Some faunistic notes on selected moth species (Lepidoptera) from the Seychelles. Phelsuma. 24: 21-34
Earias biplaga;Oceania;Oceanian;2016;de Prins, W., Mazzei, P. (2016). Some faunistic notes on selected moth species (Lepidoptera) from the Seychelles. Phelsuma. 24: 21-34
Earias biplaga;Asia;Saharo-Arabian;2016;de Prins, W., Mazzei, P. (2016). Some faunistic notes on selected moth species (Lepidoptera) from the Seychelles. Phelsuma. 24: 21-34
Earias biplaga;Asia;Oriental;2016;de Prins, W., Mazzei, P. (2016). Some faunistic notes on selected moth species (Lepidoptera) from the Seychelles. Phelsuma. 24: 21-34
Earias cupreoviridis;Asia;Oriental;2016;Mazed, M. et al. (2016). Identification of okra shoot and fruit borer infesting okra and their distribution in Bangladesh. Bangladesh Journal of Agricultural Research. 41(4): 657-665
Earias cupreoviridis;Asia;Oriental;2014;Kravchenko, V. et al. (2014). Seven invasive owlet moths (Lepidoptera: Noctuidae) in Israel and their potential parasitoids (Hymenoptera: Chalcidoidea). Phytoparasitica. 42(3): 333-339
Earias cupreoviridis;Asia;Oriental;1965;Gentry, J. (1965). Crop insects of northeast Africa-southwest Asia (No. 273). Agricultural Research Service, US Department of Agriculture
Earias cupreoviridis;Asia;Saharo-Arabian;1965;Gentry, J. (1965). Crop insects of northeast Africa-southwest Asia (No. 273). Agricultural Research Service, US Department of Agriculture
Earias cupreoviridis;Asia;Sino-Japanese;1965;Gentry, J. (1965). Crop insects of northeast Africa-southwest Asia (No. 273). Agricultural Research Service, US Department of Agriculture
Earias cupreoviridis;Africa;Afrotropical;2014;Kravchenko, V. et al. (2014). Seven invasive owlet moths (Lepidoptera: Noctuidae) in Israel and their potential parasitoids (Hymenoptera: Chalcidoidea). Phytoparasitica. 42(3): 333-339
Earias cupreoviridis;Asia;Oriental;2014;Kravchenko, V. et al. (2014). Seven invasive owlet moths (Lepidoptera: Noctuidae) in Israel and their potential parasitoids (Hymenoptera: Chalcidoidea). Phytoparasitica. 42(3): 333-339
