Reference;Reference Year
Mally, R. et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022
Karn, R. et al. (2020). Hypena opulenta: a biological weed control agent for controlling an invasive weed species, swallow-wort: a review. Environment Contaminants Review. 3(1): 1-3;2020
Warren, L., Tadic, M. (1967). The Fall Webworm, Hyphantria cunea, Its Distribution and Natural Enemies: A World List (Lepidoptera: Arctiidae). Journal of the Kansas Entomological Society. 40(2): 194-202;1967
Coetzer, A., Westrip, J. (2021). Hypolimnas misippus. The IUCN Red List of Threatened Species 2021: e.T62148588A161331411;2021
Pohl, G. et al. (2005). New records of microlepidoptera in Alberta, Canada. Journal of the Lepidopterists Society. 59(2): 61;2005
Zimmerman, E. (1958). Insects of Hawaii. Volume 8, Lepidoptera: Pyraloidea. Hawaii: University of Hawaii Press, Honolulu, Hawaii, United States of America;1958
Sims, I. et al. (2023). The genome sequence of the Single-dotted Wave, Idaea dimidiata (Hufnagel, 1767). Wellcome Open Research. 8: 557;2023
PaDIL (2025). The Pest and Disease Image Library (PaDIL).;2025
van Swaay, C. et al. (2010). Iphiclides podalirius (Europe assessment). The IUCN Red List of Threatened Species. 2010: e.T174405A7066031;2010
van Swaay, C. et al. (2014). Iphiclides podalirius (Mediterranean assessment). The IUCN Red List of Threatened Species. 2014: e.T174405A53719929;2014
Rindge, F. (1966). A revision of the moth genus Anacamptodes (Lepidoptera, Geometridae). Bulletin of the American Museum of Natural History. 132: 3;1966
Sohn, J. et al. (2005). A new record of Ischyja manlia (Cramer)(Lepidoptera: Noctuidae: Catocalinae) from Korea. Entomological Research. 35(2): 107-110;2005
Gassmann, A. et al. (2011). Biological control of common tansy, Tanacetum vulgare. Annual Report, 2010. CABI Europe – Switzerland;2011
Bullock, R. (1989). Native Ithome lassula (Lepidoptera: Cosmopterigidae) attacks Leucaena in Florida. The Florida Entomologist. 72(3): 548-550;1989
Kumata, T. (1995). Ketapangia, a new genus for Macarostola leucochorda and Acrocercops regulifera [Gracillariidae, Lepidoptera]. Insecta matsumurana. New series: journal of the Faculty of Agriculture Hokkaido University, series entomology., 52, 133-148;1995
Jae-Young, L. et al. (2023). New Record of a Hepialid Moth Species, Korscheltellus lupulina (Lepidoptera: Hepialidae) from Korea. Animal Systematics, Evolution and Diversity. 39(4): 322-324;2023
Vila, R. et al. (2022). The genome sequence of the white admiral, Limenitis camilla (Linnaeus, 1764). Wellcome Open Research. 7: 301;2022
Edge, D., Westrip, J. (2021). Lampides boeticus. The IUCN Red List of Threatened Species 2021: e.T174427A161341394;2021
Hayden, J., Troubridge, J. (2015). Nacoleia charesalis (Walker) spreading in Florida. News of the Lepidopterists Society. 57(1): 8-10;2015
Demetriou, J. et al. (2020). A new tropical invader in Greece: The lantana plume moth Lantanophaga pusillidactylus (Lepidoptera: Pterophoridae). Entomologia Hellenica. 29(1): 1-7;2020
Neil, K. (2011). Lateroligia ophiogramma (Esper)(Lepidoptera: Erebidae) in Nova Scotia, Canada. Journal of the Acadian Entomological Society. 7: 102-104;2011
Patrick, B. (2010). Southern spread of moths in New Zealand. The Weta. 40: 32-38;2010
Nam, H. et al. (2020). Development of a species diagnostic molecular tool for an invasive pest, Mythimna loreyi, using LAMP. Insects. 11(11): 817;2020
Yoshimatsu, S. (1987). Taxonomic study on Leucania striata Leech and its close relatives, with a description of a new species (Lepidoptera, Noctuidae). Lepidoptera Science. 38(2): 57-67;1987
Mally, R. et al. (2015). Discovery of an unknown diversity of Leucinodes species damaging Solanaceae fruits in sub-Saharan Africa and moving in trade (Insecta, Lepidoptera, Pyraloidea). ZooKeys. 472: 117-162;2015
Heard, T., Paynter, Q. (2009). Mimosa pigra (Leguminosae). In: Biological control of tropical weeds using arthropods. Cambridge University Press, Cambridge, UK. 256-273;2009
Pitkin, L. (2002). Neotropical ennomine moths: a review of the genera (Lepidoptera: Geometridae). Zoological Journal of the Linnean Society. 135(2): 121-401;2002
Kumata, T. (1956). A revision of the Japanese species of the genus Leucoma Stephens (Lepidoptera, Lymantriidae). Insecta Matsumurana. 20(3): 107-113;1956
Wagner, T., Leonard, D. (1979). Aspects of Mating, Oviposition, and Flight in the Satin Moth, Leocoma salicis (Lepidoptera: Lymantriidae) 1. The Canadian Entomologist. 111(7): 833-840;1979
Dantas, J. et al. (2021). A comprehensive review of the coffee leaf miner Leucoptera coffeella (Lepidoptera: Lyonetiidae) - A major pest for the coffee crop in Brazil and others Neotropical countries. Insects. 12(12): 1130;2021
Green, D. (1984). A Proposed Origin of the Coffee Leaf-miner, Leucoptera coffeella (Guerin-Meneville) (Lepidoptera: Lyonetiidae). Bulletin of the Entomological Society of America. 30(1): 30-31;1984
Seven, S. (2006). Lyonetiidae of Turkey with notes on their distribution and zoogeography (Lepidoptera). Zootaxa. 1245(1): 53-58;2006
Kuroko, H. (1964). Revisional studies on the family Lyonetiidae of Japan (Lepidoptera). ESAKIA. 4: 1-61;1964
Canete-Salinas, P. et al. (2024). Use of satellite images to monitor Leucoptera sinuella leaf damage in poplar plantations in central Chile. New Forests. 1-14;2024
Frick, K. (1964). Leucoptera spartifoliella, an introduced enemy of Scotch broom in the western United States. Journal of Economic Entomology. 57(4): 589-591;1964
Matthews, D. et al. (2019). Additions to the plume moth fauna of The Bahamas (Lepidoptera: Pterophoridae) with description of four new species. Insecta Mundi. 0708: 1-35;2019
de Vos, R. (1999). Trekvlinders in 1998 (negenenvijftigste jaarverslag) (Lepidoptera). Entomologische berichten. 59: 173-185;1999
Gilligan, T. et al. (2011). Discovery of Lobesia botrana (Denis and Schiffermuller) in California: An invasive species new to North America (Lepidoptera: Tortricidae). Proceedings of the Entomological Society of Washington. 1113(1): 14-30;2011
Gonzalez-Hernandez, A. et al. (2019). First report of range expansion of the cactus webworm, Loxomorpha flavidissimalis (Grote)(Pyraloidea: Crambidae), to central Mexico and central Texas, USA. Florida Entomologist. 102(3): 638-641;2019
Pepper, J. (1938). The effect of certain climatic factors on the distribution of the beet webworm (Loxostege sticticalis L.) in North America. Ecology. 19(4): 565-571;1938
Wu, L. et al. (2009). Tracing the origin of Chilades pandava (Lepidoptera, Lycaenidae) found at Kinmen Island using mitochondrial COI and COII Genes. BioFormosa. 44(2): 61-68;2009
Wu, L. et al. (2010). Elucidating genetic signatures of native and introduced populations of the Cycad Blue, Chilades pandava to Taiwan: a threat both to Sago Palm and to native Cycas populations worldwide. Biological Invasions. 12(8): 2649-2669;2010
Pogue, M. (2007). A Review of Selected Species of Lymantria Hubner (1819) (Lepidoptera: Noctuidae: Lymantriinae) from Subtropical and Temperate Regions of Asia, Including the Descriptions of Three New Species, Some Potentially Invasive to North America. U.S. Department of Agriculture, Forest Health Technology Enterprise Team. 223 pp;2007
Wu, Y. et al. (2020). Tracking invasions of a destructive defoliator, the gypsy moth (Erebidae: Lymantria dispar): Population structure, origin of intercepted specimens, and Asian introgression into North America. Evolutionary Applications. 13(8): 2056-2070;2020
Pittaway, A. (2024). Sphingidae of the Western Palaearctic (including Europe, North Africa, the Middle East, western Siberia and western Central Asia).;2024
Kirti, J., Singh, H. (2013). An inventory of subfamily Catocalinae (Noctuidae: Lepidoptera) from North-East India. Journal of Applied Biosciences. 39(1): 1-22;2013
Holloway, J., Miller, S. (2003). The composition, generic placement and host-plant relationships of the joviana-group in the Parallelia generic complex (Lepidoptera: Noctuidae, Catocalinae). Invertebrate Systematics. 17(1): 111-128;2003
Hoare, R. et al. (2019). A new leaf-mining moth from New Zealand, Sabulopteryxbotanica sp. nov.(Lepidoptera, Gracillariidae, Gracillariinae), feeding on the rare endemic shrub Teucriumparvifolium (Lamiaceae), with a revised checklist of New Zealand Gracillariidae. ZooKeys. 865: 39;2019
Hayden, J., Landry, J. (2020). Arcola malloi (Pastrana), the alligatorweed stemborer, a new synonym of Macrorrhinia endonephele (Hampson)(Lepidoptera: Pyralidae: Phycitinae). Insecta Mundi. 768: 1-25;2020
Davis, D., de Prins, J. (2011). Systematics and biology of the new genus Macrosaccus with descriptions of two new species (Lepidoptera, Gracillariidae). ZooKeys. 98: 29-82;2011
Borkent, C., Greenway, L. (1997). Sphinx Moths (Family Sphingidae) In British Columbia: Biological Notes and Field Key, Based on Specimens in the Collection at the Royal British Columbia Museum. Royal British Columbia Museum, forest renewal BC Report;1997
Kawahara, A. et al. (2013). Evolution of Manduca sexta hornworms and relatives: biogeographical analysis reveals an ancestral diversification in Central America. Molecular Phylogenetics and Evolution. 68(3): 381-386;2013
Agunbiade, T. et al. (2014). Genetic differentiation among Maruca vitrata F.(Lepidoptera: Crambidae) populations on cultivated cowpea and wild host plants: implications for insect resistance management and biological control strategies. PLoS One. 9(3): e92072;2014
Lafontaine, J., Sullivan, J. (2009). A review of the genus Megalographa Lafontaine and Poole (Lepidoptera: Noctuidae: Plusiinae) with the description of a new species from Costa Rica. Insecta Mundi. 0077: 1-10;2009
Gielis, C. (2003). Review of the Pterophoridae (Lepidoptera) from the Philippines. Zoologische Mededelingen. 77: 409-424;2003
Simonsen, T. et al. (2009). Melitara Walker (Pyralidae) in western Canada: The documentation of M. subumbrella (Dyar) in the Prairie Provinces demonstrates the value of regional collections and species lists. Journal of the Lepidopteris Society. 63: 31-36;2009
Hamlin, J. (1923). Seasonal adaptation of a northern hemisphere insect to the southern hemisphere. Journal of Economic Entomology. 16(5): 420-423;1923
Paraiso, O. et al. (2014). Rearing a Native Cactus Moth, Melitara prodenialis (Lepidoptera: Pyralidae), on Artificial Diet and Opuntia Cladodes: Preliminary Comparisons. Florida Entomologist. 97(3): 1232-1236;2014
Baker, A., Stiling, P. (2009). Comparing the effects of the exotic cactus-feeding moth, Cactoblastis cactorum (Berg) (Lepidoptera: Pyralidae) and the native cactus-feeding moth, Melitara prodenialis (Walker) (Lepidoptera: Pyralidae) on two species of Florida Opuntia. Biological Invasions. 11: 619-624;2009
Eichlin, T. (1995). New Data and a Redescription for Melittia oedipus, na African Vine Borer (Lepidoptera: Sesiidae). Tropical Lepidoptera. 6(1): 47-51;1995
Whittle, C. et al. (1991). Sex pheromone of lucerne leafroller, Merophyas divulsana (Walker)(Lepidoptera: Tortricidae): evidence for two distinct populations. Journal of Chemical Ecology. 17: 1883-1895;1991
Passoa, S. et al. (2022). Hosts, Morphological Notes, Distribution Records, and Systematics of Three Common Honduran Moths, Atteva aurea (Attevidae), Mesophleps adustipennis (Gelechiidae), and Hyblaea puera (Hyblaeidae). The Journal of the Lepidopterists' Society, 76(4), 268-278;2022
Pittaway, A., Kitching, I. (2024). Sphingidae of the Eastern Palaearctic (including Siberia, the Russian Far East, Mongolia, China, Taiwan, the Korean Peninsula and Japan).;2024
Solis, M. et al. (2010). First Report of Ecpyrrhorrhoe puralis (South)(Pyraloidea: Crambidae: Pyraustinae) in North America: A Naturalized Exotic Pyraustine from Asia Feeding on Paulownia (Siebold and Zucc). The Journal of the Lepidopterists Society. 64(1): 33-35;2010
Koster, S. et al. (2007). Two species of the Mompha trithalama-complex as possible biological control of Kosters curse and Velvet tree. XV European Congress of Lepidopterology - Berlin;2007
EFSA Panel on Plant Health (EFSA PLH Panel), et al. (2024). Pest categorisation of Monema flavescens. EFSA Journal. 22(7): e8831;2024
Shibasaki, H. et al. (2013). Identification of the sex pheromone secreted by a nettle moth, Monema flavescens, using gas chromatography/Fourier transform infrared spectroscopy. Journal of Chemical Ecology. 39: 350-357;2013
Beltran, E. (2005). Presencia en Espana de Ypsolopha horridella (Treitschke, 1835), Monopis obviella ([Denis and Schiffermuller], 1775) y Aethes kasyi Razowski, 1962 (Insecta: Lepidoptera). SHILAP Revista de Lepidopterologia. 33(132): 441-447;2005
Neunzig, H. (1985). Notes on the larva and biology of Moodna bisinuella Hampson(Pyralidae: Phycitinae). Journal of the Lepidopterists Society. 39(1): 9-12;1985
Landolt, P. (1993). Suitability of six species of Commelinaceae as larval hosts of Mouralia tinctoides (Lepidoptera: Noctuidae, Plusiinae). Florida Entomologist, 572-576;1993
Sterling, M. et al. (2024). The genome sequence of the Golden-brown Fern moth, Musotima nitidalis (Walker,[1866]). Wellcome Open Research, 9: 132;2024
Turner, A. (1925). A revision of the Lepidoptera of Tasmania. Papers and Proceedings of the Royal Society of Tasmania. 118-151;1925
Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020
EFSA Panel on Plant Health (EFSA PLH Panel), et al. (2008). Pest risk assessment made by France on Nacoleia octasema considered by France as harmful in French overseas departments of French Guiana, Guadeloupe, Martinique and Reunion-Scientific Opinion of the Panel on Plant Health. The EFSA Journal. 671: 1-15;2008
Gaedike, R. (2009). New or poorly Tineidae from Mauretania, Morocco, Algeria, and Tunisia (Lepidoptera). Beitrage zur Entomologie. 59(2): 489-512;2009
Reinert, J. et al. (2010). Resistance among lantana cultivars to the lantana stick caterpillar, Neogalea sunia (Lepidoptera: Noctuidae). Southwestern Entomologist. 35(1): 51-58;2010
Koch, C., Waterhouse, D. (2000). The distribution and importance of arthropods associated with agriculture and forestry in Chile. Australian Centre for International Agricultural Research (ACIR). ACIR Monographs. Australia, Canberra. 234pp;2000
da Silva, R. et al. (2017). Spatio-temporal dynamic climate model for Neoleucinodes elegantalis using CLIMEX. International Journal of Biometeorology. 61: 785-795;2017
Capps, H. (1948). Status of the pyraustid moths of the genus Leucinodes in the New World, with descriptions of new genera and species. Proceedings of the United States National Museum. 98(3223): 69-83;1948
McCulloch, G. et al. (2018). Assessment of genetic structuring in the Lygodium fern moths Austromusotima camptozonale and Neomusotima conspurcatalis in their native range: implications for biological control. Biological Control. 121: 8-13;2018
Solis, M. et al. (2004). Species of Lygomusotima new genus and Neomusotima Yoshiyasu (Lepidoptera: Crambidae) from Australia and southeastern Asia feeding on Lygodium microphyllum (Schizaeaceae). Annals of the Entomological Society of America. 97(1): 64-76;2004
Boughton, A., Pemberton, R. (2012). Biology and reproductive parameters of the brown lygodium moth, Neomusotima conspurcatalis-A new biological control agent of Old World climbing fern in Florida. Environmental Entomology. 41(2): 308-316;2012
Prins, J. et al. (2019). An illustrated catalogue of the Neotropical Gracillariidae (Lepidoptera) with new data on primary types. Zootaxa. 4575: 1-110;2019
Gaedike, R. (2015). Tineidae I: (Dryadaulinae, Hapsiferinae, Euplocaminae, Scardiinae, Nemapogoninae and Meessiinae). Brill. Leiden, Netherlands;2015
Gaedike, R. (2019). Tineidae II: (Myrmecozelinae, Perissomasticinae, Tineinae, Hieroxestinae, Teichobiinae and Stathmopolitinae). Brill. Leiden, Netherlands;2019
